ref	text	parallel	translation
Gal.2.19	unte ik þairh witoþ witoda gaswalt ei guda libau		
Gal.2.20	Xristau miþushramiþs warþ iþ liba nu ni þanaseiþs ik iþ libaiþ in mis Xristus aþþan þatei nu liba in leika in galaubeinai liba sunus gudis þis frijondins mik jah atgibandins sik silban faur mik		
Gal.2.21	ni faurqiþa anstai gudis unte jabai þairh witoþ garaihtei aiþþau jah Xristus sware gaswalt		
Gal.3.1	o unfrodans Galateis ƕas izwis afhugida sunjai ni ufhausjan izwizei faura augam Iesus Xristus faurameliþs was in izwis ushramiþs		
Gal.3.2	þat~ain wiljau witan fram izwis uzu waurstwam witodis ahman nemuþ þau uzu gahauseinai galaubeinais		
Gal.3.3	swa unfroþans sijuþ anastodjandans ahmin nu leika ustiuhiþ		
Gal.3.4	swa filu gawunnuþ sware aþþan jabai sware		
Gal.3.5	saei nu andstaldiþ izwis ahmin jah waurkeiþ mahtins in izwis uzu waurstwam witodis þau uzu gahauseinai galaubeinais		
Gal.3.6	swaswe jah Abraham galaubida guda		
Gal.3.27	swa managai auk swe in Xristau daupidai wesuþ Xristau gahamodai sijuþ		
Gal.3.28	nist Judaius nih Kreks nist skalks nih freis nist gumakund nih qinakund unte allai jus ain sijuþ in Xristau Iesu		
Gal.3.29	aþþan þande jus Xristaus þannu Abrahamis fraiw sijuþ jab~bi gahaitam arbjans		
Gal.4.1	aþþan qiþa swalaud melis swe arbinumja niuklahs ist ni und waiht iusiza ist skalka frauja allaize wisands		
Gal.4.2	akei uf raginjam ist jah fauragaggam und garehsn attins		
Gal.4.3	swa jah weis þan wesum barniskai uf stabim þis fairƕaus wesum skalkinondans		
Gal.4.4	iþ biþe qam usfulleins melis insandida guþ sunu seinana waurþanana us qinon waurþanana uf witoda		
Gal.4.5	ei þans uf witoda usbauhtedi ei suniwe sibja andnimaima		
Gal.4.6	aþþan þatei sijuþ jus sunjus gudis insandida guþ ahman sunaus seinis in hairtona izwara hropjandan abba fadar		
Gal.4.7	swaei ni þanaseiþs is skalks ak sunus iþ þande sunus jah arbja gudis þairh Xristu		
Gal.4.8	akei þan sweþauh ni kunnandans guþ þaim þoei wistai ni sind guda skalkinodeduþ		
Gal.4.9	iþ nu sai ufkunnandans guþ maizuþ~þan gakunnaidai fram guda ƕaiwa gawandideduþ izwis aftra du þaim unmahteigam jah halkam stabim þaimei aftra iupana skalkinon wileiþ		
Gal.4.10	dagam witaiþ jah menoþum jah melam jah aþnam		
Gal.4.11	og izwis ibai sware arbaididedjau in izwis		
Gal.4.12	aþþan wairþaiþ swe ik unte jah ik swe jus broþrjus bidja izwis ni waiht mis gaskoþuþ		
Gal.4.13	wituþ þatei þairh siukein leikis aiwaggelida izwis þata frumo		
Gal.4.14	jah fraistubnjai ana leika meinamma ni frakunþeduþ ni andspiwuþ ak swe aggelu gudis andnemuþ mik swe Xristu Iesu		
Gal.4.15	ƕileika was nu audagei izwara weitwodja auk izwis þatei jabai mahteig wesi augona izwara usgrabandans atgebeiþ mis		
Gal.4.16	iþ nu swe fijands izwis warþ sunja gateihands izwis		
Gal.4.17	aljanond izwis ni waila ak usletan izwis wileina ei im aljanoþ		
Gal.4.18	aþþan goþ ist aljanon in godamma sinteino jan~ni þatainei in þammei ik sijau andwairþs at izwis		
Gal.4.19	barnilona meina þanzei aftra fita unte gabairhtjaidau Xristus in izwis		
Gal.4.20	aþþan wilda qiman at izwis nu jah inmaidjan stibna meina unte afslauþiþs im in izwis		
Gal.4.21	qiþiþ mis jus uf witoda wiljandans wisan þata witoþ niu hauseiþ		
Gal.4.22	gameliþ ist auk þatei Abraham twans aihta sununs ainana us þiujai jah ainana us frijai		
Gal.4.23	akei þan sa us þiujai bi leika		
Gal.4.24	þatei sind aljaleikodos þos auk sind twos triggwos aina raihtis af fairgunja Seina in þiwadw bairandei sei ist Agar		
Gal.4.25	seina fairguni ist in Arabia gamarkoþ þizai nu Iairusalem iþ skalkinoþ miþ seinaim barnam		
Gal.4.26	iþ so iupa Iairusalem frija ist sei ist aiþei unsara		
Gal.4.27	gameliþ ist auk sifai stairo so unbairandei tarmei jah hropei so ni fitandei unte managa barna þizos auþjons mais þau þizos aigandeins aban		
Gal.4.28	aþþan weis broþrjus bi Isakis gahaita barna sium		
Gal.4.29	akei þan swaswe sa bi leika gabaurana wrak þana bi ahmin swah jah nu		
Gal.4.30	akei ƕa qiþiþ þata gamelido uswairp þizai þiujai jah þamma sunau izos unte ni nimiþ arbi sunus þiujos miþ sunau frijaizos		
Gal.4.31	þannu nu broþrjus ni sijum þiujos barna ak frijaizos		
Gal.5.1	þammei freihalsa uns Xristus frijans brahta standaiþ nu jah ni aftra skalkinassaus jukuzja usþulaiþ		
Gal.5.2	sai ik Pawlus qiþa izwis þatei jabai bimaitiþ Xristus izwis nist du botai		
Gal.5.3	aþþan weitwodja ƕammeh manne bimaitanaize þatei skula ist all witoþ taujan		
Gal.5.4	lausai sijuþ af Xristau juzei in witoda garaihtans qiþiþ izwis us anstai usdrusuþ		
Gal.5.5	aþþan weis ahmin us galaubeinai wenais garaihteins beidam		
Gal.5.6	unte in Xristu Iesu nih bimait waiht gamag nih faurafilli ak galaubeins þairh friaþwa waurstweiga		
Gal.5.7	runnuþ waila ƕas izwis galatida sunjai ni ufhausjan		
Gal.5.8	so gakunds ni us þamma laþondin izwis ist		
Gal.5.9	leitil beistis allana daig distairiþ		
Gal.5.10	ik gatraua in izwis in fraujin þatei ni waiht aljis hugjiþ aþþan sa drobjands izwis sa bairai þo wargiþa saƕazuh saei sijai		
Gal.5.11	aþþan ik broþrjus jabai bimait merjau duƕe þanamais wrikada þannu gatauran ist marzeins galgins		
Gal.5.12	wainei jah usmaitaindau þai drobjandans izwis		
Gal.5.13	jus auk du freihalsa laþodai sijuþ broþrjus þatainei ibai þana freihals du lewa leikis taujaiþ ak in friaþwos ahmins skalkinoþ izwis misso		
Gal.5.14	unte all witoþ in izwis in ainamma waurda usfulljada in þamma frijos neƕundjan þeinana swe þuk silban		
Gal.5.15	iþ jabai izwis misso beitiþ jah fairinoþ saiƕiþ ibai fram izwis misso fraqimaindau		
Gal.5.16	aþþan qiþa ei ahmin gaggaiþ jah lustu leikis ni ustiuhaiþ		
Gal.5.17	iþ ahma wiþra leik þo nu sis misso andstandand ei ni þisƕah þatei wileiþ þata taujiþ		
Gal.5.18	aþþan jabai ahmin tiuhanda ni sijuþ uf witoda		
Gal.5.19	aþþan swikunþa sind waurstwa leikis þatei ist horinassus kalkinassus unhrainiþa aglaitei		
Gal.5.20	galiugagude skalkinassus lubjaleisei fiaþwos haifsteis aljan hatiza jiukos twistasseis birodeinos hairaiseis		
Gal.5.21	neiþa maurþra drugkaneins gabauros jah þata galeiko þaim þatei fauraqiþa izwis swe ju fauraqaþ þatei þai þata swaleik taujandans þiudangardjos gudis arbjans ni wairþand		
Gal.5.22	iþ akran ahmins ist frijaþwa faheþs gawairþi usbeisnei selei bleiþei galaubeins		
Gal.5.23	qairrei gahobains swiknei wiþra þo swaleika nist witoþ		
Gal.5.24	iþ þaiei sind Xristaus leik sein ushramidedun miþ winnom jah lustum		
Gal.5.25	jabai libam ahmin ahmin jah gaggam		
Gal.5.26	ni wairþaima flautai uns misso ushaitandans misso in neiþa wisandans		
Gal.6.1	broþrjus jabai gafahaidau manna in ƕizai missadede jus þai ahmeinans gaþwastjaiþ þana swaleikana in ahmin qairreins andsaiƕands þuk silban iba jah þu fraisaizau		
Gal.6.2	izwaros misso kauriþos bairaiþ jah swa usfulleiþ witoþ Xristaus		
Gal.6.3	iþ jabai þugkeiþ ƕas ƕa wisan ni waiht wisands sis silbin fraþjamarzeins ist		
Gal.6.4	iþ waurstw sein silbins kiusai ƕarjizuh jah þan in sis silbin ƕoftulja habai jah ni in anþaramma		
Gal.6.5	ƕarjizuh auk swesa baurþein bairiþ		
Gal.6.6	aþþan gamainjai sa laisida waurda þamma laisjandin in allaim godaim is		
Gal.6.7	ni wairþaiþ airzjai guþ ni bilaikada manna auk þatei saijiþ þata jah sneiþiþ		
Gal.6.8	unte saei saijiþ in leika seinamma us þamma leika jah sneiþiþ riurein iþ saei saijiþ in ahmin us ahmin jah sneiþiþ libain aiweinon		
Gal.6.9	aþþan þata godo taujandans ni wairþaima usgrudjans unte at mel swesata sneiþam ni afmauidai		
Gal.6.10	þannu nu þandei mel habam waurkjam þiuþ wiþra allans þishun wiþra swesans galaubeinai		
Gal.6.11	sai ƕileikaim bokom gamelida izwis meinai handau		
Gal.6.12	swa managai swe wileina samjan sis in leika þai nauþjand izwis bimaitan ei ƕeh wrakja galgins Xristaus ni winnaina		
Gal.6.13	niþ~þan sweþauh þai ize bimaitanai sind witoþ fastand ak wileina izwis bimaitan ei in izwaramma leika ƕopaina		
Gal.6.14	iþ mis ni sijai ƕopan ni in waihtai niba in galgins fraujins unsaris Iesuis Xristaus þairh þanei mis fairƕus ushramiþs ist jah ik fairƕau		
Gal.6.15	unte ni bimait waiht ist nih faurafilli ak niuja gaskafts		
Gal.6.16	jah swa managai swe þizai garaideinai galaistans sind gawairþi ana im jah armaio jah ana Israela gudis		
Gal.6.17	þanamais arbaide ni ainshun mis gansjai unte ik stakins Iesuis ana leika meinamma baira		
Gal.6.18	ansts fraujins unsaris Iesuis Xristaus miþ ahmin izwaramma broþrjus amen		
Gal.6.255	du Galatim ustauh du Galatim gameliþ ist us Rumai		
Phil.1.14	managistans broþre in fraujin gatrauandans bandjom meinaim mais gadaursan unagandans waurd gudis rodjan		
Phil.1.15	sumai raihtis jah in neiþis jah haifstais sumai þan in godis wiljins Xristu merjand		
Phil.1.16	sumai þan us friaþwai witandans þatei du sunjonai aiwaggeljons gasatiþs im		
Phil.1.17	iþ þaiei us haifstai Xristu merjand ni swiknaba munandans sik aglons urraisjan bandjom meinaim		
Phil.1.18	ƕa auk þandei allaim haidum jaþþe inilon jaþþe sunjai Xristus merjada jah in þamma fagino akei jah faginon duginna		
Phil.1.19	unte wait ei þata mis gagaggiþ du ganistai þairh izwara bida jah andstald ahmins Xristaus Iesuis		
Phil.1.20	bi usbeisnai jah wenai meinaim unte ni in waihtai gaaiwiskoþs wairþa ak in allai trauainai swe sinteino jah nu mikiljada Xristus in leika meinamma jaþþe þairh libain jaþþe þairh dauþu		
Phil.1.21	aþþan mis liban Xristus ist jah gaswiltan gawaurki		
Phil.1.22	iþ jabai liban in leika þata mis akran waurstwis ist jah ƕaþar waljau ni kann		
Phil.1.23	aþþan dishabaiþs im us þaim twaim þanuh lustu habands andletnan jah miþ Xristau wisan und filu mais batizo ist		
Phil.1.24	aþþan du wisan in leika þaurftozo in izwara		
Phil.1.25	jah þata triggwaba wait þatei wisa jah þairhwisa at allaim izwis du izwarai framgahtai jah fahedai galaubeinais izwaraizos		
Phil.1.26	ei ƕoftuli izwara biauknai in Xristau Iesu in mis þairh meinana qum aftra du izwis		
Phil.1.27	ƕeh þatainei wairþaba aiwaggeljons Xristaus usmitaiþ ei jaþþe qimau jah gasaiƕau izwis jaþþe aljaþro gahausjau bi izwis þatei standiþ in ainamma ahmin ainai saiwalai samana arbaidjandans galaubeinai aiwaggeljons		
Phil.1.28	jah ni in waihtai afagidai fram þaim andastaþjam þatei ist im ustaikneins fralustais iþ izwis ganistais jah þata fram guda		
Phil.1.29	izwis fragiban ist faur Xristu ni þatainei du imma galaubjan ak jah þata faur ina winnan		
Phil.1.30	þo samon haifst habandans þoei gasaiƕiþ in mis jah nu hauseiþ in mis		
Phil.2.1	jabai ƕo nu gaþrafsteino in Xristau jabai ƕo gaþlaihte friaþwos jabai ƕo gamainduþe ahmins jabai ƕo mildiþo jah gableiþeino		
Phil.2.2	usfulleiþ meina fahed ei þata samo hugjaiþ þo samon friaþwa habandans samasaiwalai samafraþjai		
Phil.2.3	ni waiht bi haifstai aiþþau lausai hauheinai ak in allai hauneinai gahugdais anþar anþarana munands sis auhuman		
Phil.2.4	ni þo seina ƕarjizuh mitondans ak jah þo anþaraize ƕarjizuh		
Phil.2.5	þata auk fraþjaidau in izwis þatei jah in Xristau Iesu		
Phil.2.6	saei in gudaskaunein wisands ni wulwa rahnida wisan sik galeiko guda		
Phil.2.7	ak sik silban uslausida wlit skalkis nimands in galeikja manne waurþans		
Phil.2.8	jah manaulja bigitans swe manna gahaunida sik silban waurþans ufhausjands attin und		
Phil.2.22	þatei swe attin barn miþskalkinoda mis in aiwaggeljon		
Phil.2.23	þanuh nu wenja sandjan biþe gasaiƕa ƕa bi mik ist suns		
Phil.2.24	aþþan gatraua in fraujin þammei jah silba sprauto qima		
Phil.2.25	aþþan þarb munda Aipafraudeitu broþar jah gawaurstwan jah gahlaiban meinana iþ izwarana apaustulu jah andbaht þaurftais meinaizos sandjan du izwis		
Phil.2.26	in þize hausideduþ ina siukan		
Phil.2.27	jah auk siuks was neƕa dauþau akei guþ ina gaarmaida aþþan ni þatainei ina ak jah mik ei gaurein ana gaurein ni habau		
Phil.2.28	sniumundos nu insandida ina ei gasaiƕandans ina aftra faginoþ jah ik hlasoza sijau ufkunnands ƕa bi izwis ist		
Phil.2.29	andnimaiþ nu ina in fraujin miþ allai fahedai jah þans swaleikans swerans habaiþ		
Phil.2.30	unte in waurstwis Xristaus und dauþu atneƕida ufarmunnonds saiwalai seinai ei usfullidedi izwar gaidw bi mein andbahti		
Phil.3.1	þata anþar broþrjus meinai faginoþ in fraujin þo samona izwis meljan mis sweþauh ni latei iþ izwis þwastiþa		
Phil.3.2	saiƕiþ þans hundans saiƕiþ þans ubilans waurstwjans saiƕiþ þo gamaitanon		
Phil.3.3	aþþan weis sium bimait weis ahmin guda skalkinondans jah ƕopandans in Xristau Iesu jan~ni in leika gatrauam		
Phil.3.4	jah þan ik habands trauain jah in leika jabai ƕas anþar þugkeiþ trauan in leika ik mais		
Phil.3.5	bimait ahtaudogs us knodai Israelis kunjis Bainiameinis Haibraius us Haibraium bi witoda Fareisaius		
Phil.3.6	bi aljana wrakjands aikklesjon bi garaihtein þizai sei in witoda ist wisands usfairina		
Phil.3.7	akei þatei was mis gawaurki þatuh rahnida in Xristaus sleiþa wisan		
Phil.3.8	aþþan sweþauh all domja sleiþa wisan in ufarassaus kunþjis Xristaus Iesuis fraujins meinis in þizei allamma gasleiþiþs im jah domja smarnos wisan allata ei Xristau du gawaurkja habau		
Phil.3.9	jah bigitaidau in imma ni habands meina garaihtein þo us witoda akei þo þairh galaubein Xristaus Iesuis sei us guda ist garaihtei ana galaubeinai		
Phil.3.10	du kunnan ina jah maht usstassais is jah gamainduþ þulaine is miþkauriþs was dauþau is		
Phil.3.11	ei ƕaiwa gaqimau in usstassai us dauþaim		
Phil.3.12	ni þatei ju andnemjau aiþþau ju garaihts gadomiþs sijau aþþan afargagga ei gafahau in þammei gafahans warþ fram Xristau		
Phil.3.13	broþrjus ik mik silban ni nauh man gafahan		
Phil.3.14	aþþan ain sweþauh þaim aftra ufarmunnonds iþ du þaim þoei faura sind mik ufþanjands bi mundrein afargagga afar sigislauna þizos iupa laþonais gudis in Xristau Iesu		
Phil.3.15	swa managai nu swe sijaima fullawitans þata hugjaima jah jabai ƕa aljaleikos hugjiþ jah þata izwis guþ andhuljiþ		
Phil.3.16	aþþan sweþauh du þammei gasnewum ei samo hugjaima jah samo fraþjaima samon gaggan garaideinai		
Phil.3.17	miþgaleikondans meinai wairþaiþ broþrjus jam~mundoþ izwis þans swa gaggandans swaswe habaiþ frisaht unsis		
Phil.3.18	unte managai gaggand þanzei ufta qaþ izwis iþ nu jag~gretands qiþa þans fijands galgins Xristaus		
Phil.3.19	þizeiei andeis wairþiþ fralusts þizeiei guþ wamba ist jah wulþaus in skandai ize þaiei airþeinaim fraþjand		
Phil.3.20	iþ unsara bauains in himinam ist þaþroei jah nasjand usbeidam fraujan Iesu Xristu		
Phil.3.21	saei inmaideiþ leika hauneinais unsaraizos du ibnaskaunjamma leika wulþaus seinis bi waurstwa unte mag jah ufhnaiwjan sis alla		
Phil.4.1	swaei nu broþrjus meinai liubans jah lustusamans faheþs jah waips meins swa standaiþ in fraujin		
Phil.4.2	Aiodian bidja jas~Swntwkein bidja þata samo fraþjan in fraujin		
Phil.4.3	jai jah þuk waliso bidja gajuko niþais þos þozei miþarbaididedun mis in aiwaggeljon miþ Klaimaintau jah anþaraim gawaurstwam meinaim þizeei namna sind in bokom libainais		
Phil.4.4	nunu nu faginoþ in fraujin sinteino aftra qiþa faginoþ		
Phil.4.5	anawiljei izwara kunþa sijai allaim mannam frauja neƕa ist		
Phil.4.6	ni waihtai maurnaiþ ak in allai bidai jah aihtronai miþ awiliudam bidos izwaros kunþos sijaina		
Phil.4.7	jah gawairþi gudis þatei ufar ist all ahane fastaiþ hairtona jah leika izwara in Xristau Iesu		
Phil.4.8	þata anþar broþrjus þisƕah þatei ist sunjein þisƕah þatei gariud þisƕah þatei garaiht þisƕah þatei weih þisƕah þatei liubaleik þisƕah þatei wailameri jabai ƕo godeino jabai ƕo hazeino þata mitoþ		
Phil.4.9	þatei jah galaisideduþ izwis jah ganemuþ jah gahausideduþ jah gaseƕuþ in mis þata taujaiþ jah guþ gawairþeis sijai miþ izwis		
Phil.4.10	aþþan faginoda in fraujin mikilaba unte ju ƕan gaþaihuþ du faur mik fraþjan ana þammei jah froþuþ aþþan analatidai waurþuþ		
Phil.4.11	ni þatei bi þarbai qiþau unte ik galaisida mik in þaimei im ganohiþs wisan		
Phil.4.12	lais jah haunjan mik lais jah ufarassu haban in allamma jah in allaim usþroþiþs im jah sads wairþan jah gredags jah ufarassau haban jah þarbos þulan		
Phil.4.13	all mag in þamma inswinþjandin mik Xristau		
Phil.4.14	aþþan sweþauh waila gatawideduþ gamainja briggandans meina aglon		
Phil.4.15	aþþan wituþ jah jus Filippisius þatei in anastodeinai aiwaggeljons þan usiddja af Makidonai ni ainohun aikklesjono mis gamainida in raþjon gibos jah andanemis alja jus ainai		
Phil.4.16	unte jah in Þaissalauneikai jah ainamma sinþa jah twaim andawizn mis insandideduþ		
Phil.4.17	ni þatei gasokjau giba ak gasokja akran		
Col.1.6	in sunjai		
Col.1.7	swaswe ganemuþ at Aipafrin þamma liubin gaskalkja unsaramma saei ist triggws faur izwis andbahts Xristaus Iesuis		
Col.1.8	saei jah gakannida uns izwara friaþwa in ahmin		
Col.1.9	duþþe jah weis fram þamma daga ei hausidedum ni ƕeilaidedum faur izwis bidjandans jah aihtrondans ei fullnaiþ kunþjis wiljins is in allai handugein jah frodein ahmeinai		
Col.1.10	wairþaba fraujins in allamma þatei galeikai in allamma waurstwe godaize akran bairandans jah wahsjandans in ufkunþja gudis		
Col.1.11	in allai mahtai gaswinþidai bi mahtai wulþaus is in allai usþulainai jah usbeisnai miþ fahedai		
Col.1.12	awiliudondans attin saei laþoda izwis du dailai hlautis weihaize in liuhada		
Col.1.13	saei galausida izwis us waldufnja riqizis jah atnam in þiudangardja sunus friaþwos seinaizos		
Col.1.14	in þammei habam faurbauht fralet frawaurhte		
Col.1.15	saei ist frisahts gudis ungasaiƕanis frumabaur allaizos gaskaftais		
Col.1.16	unte in imma gaskapana waurþun alla in himinam jah ana airþai þo gasaiƕanona jaþ~þo ungasaiƕanona jaþþe sitlos jaþþe fraujinassjus jaþþe reikja jaþþe waldufnja alla þairh ina jah in imma gaskapana sind		
Col.1.17	jah is ist faura allaim jah alla in imma ussatida sind		
Col.1.18	jah is ist haubiþ leikis aikklesjons saei ist anastodeins frumabaur us dauþaim ei sijai in allaim is frumadein habands		
Col.1.19	unte in imma galeikaida alla fullon bauan		
Col.1.20	jah þairh ina gafriþon alla in imma gawairþi taujands þairh bloþ galgins is þairh ina jaþþe þo ana airþai jaþþe þo ana himinam		
Col.1.21	jah izwis simle wisandans framaþidans jah fijands gahugdai in waurstwam ubilaim iþ nu gafriþodai		
Col.1.22	in leika mammons is þairh dauþu du atsatjan izwis weihans jah unwammans jah usfairinans faura imma		
Col.1.23	jabai sweþauh þairhwisiþ in galaubeinai gaþwastidai jah gatulgidai jah ni afwagidai af wenai aiwaggeljons þoei hausideduþ sei merida ist in alla gaskaft þo uf himina þizozei warþ ik Pawlus andbahts		
Col.1.24	saei nu fagino in þaimei winna faur izwis jah usfullja gaidwa aglono Xristaus in leika meinamma faur leik is þatei ist aikklesjo		
Col.1.25	þizozei warþ ik andbahts bi ragina gudis þatei giban ist mis in izwis du usfulljan waurd gudis		
Col.1.26	runa sei gafulgina was fram aiwam jah fram aldim iþ nu gaswikunþida warþ þaim weiham is		
