ref	text	parallel	translation
Mk.4.37	jah warþ skura windis mikila jah wegos waltidedun in skip swaswe ita juþan gafullnoda		
Mk.4.38	jah was is ana notin ana waggarja slepands jah urraisidedun ina jah qeþun du imma laisari niu kara þuk þizei fraqistnam		
Mk.4.39	jah urreisands gasok winda jah qaþ du marein gaslawai afdumbn jah anasilaida sa winds jah warþ wis mikil		
Mk.4.40	jah qaþ du im duƕe faurhtai sijuþ swa ƕaiwa ni nauh habaiþ galaubein		
Mk.4.41	jah ohtedun sis agis mikil jah qeþun du sis misso ƕas þannu sa sijai unte jah winds jah marei ufhausjand imma		
Mk.5.1	jah qemun hindar marein in landa Gaddarene		
Mk.5.2	jah usgaggandin imma us skipa suns gamotida imma manna us aurahjom in ahmin unhrainjamma		
Mk.5.3	saei bauain habaida in aurahjom jah ni naudibandjom eisarneinaim manna mahta ina gabindan		
Mk.5.4	unte is ufta eisarnam bi fotuns gabuganaim jah naudibandjom eisarneinaim gabundans was jah galausida af sis þos naudibandjos jah þo ana fotum eisarna gabrak jah manna ni mahta ina gatamjan		
Mk.5.5	jah sinteino nahtam jah dagam in aurahjom jah in fairgunjam was hropjands jah bliggwands sik stainam		
Mk.5.6	gasaiƕands þan Iesu fairraþro rann jah inwait ina		
Mk.5.7	jah hropjands stibnai mikilai qaþ ƕa mis jah þus Iesu sunau gudis þis hauhistins biswara þuk bi guda ni balwjais mis		
Mk.5.8	unte qaþ imma usgagg ahma unhrainja us þamma mann		
Mk.5.9	jah frah ina ƕa namo þein jah qaþ du imma namo mein Laigaion unte managai sijum		
Mk.5.10	jah baþ ina filu ei ni usdrebi im us landa		
Mk.5.11	wasuh þan jainar hairda sweine haldana at þamma fairgunja		
Mk.5.12	jah bedun ina allos þos unhulþons qiþandeins insandei unsis in þo sweina ei in þo galeiþaima		
Mk.5.13	jah uslaubida im Iesus suns jah usgaggandans ahmans þai unhrainjans galiþun in þo sweina jah rann so hairda and driuson in marein wesunuþ~þan swe twos þusundjos jah afƕapnodedun in marein		
Mk.5.14	jah þai haldandans þo sweina gaþlauhun jah gataihun in baurg jah in haimom jah qemun saiƕan ƕa wesi þata waurþano		
Mk.5.15	jah atiddjedun du Iesua jah gasaiƕand þana wodan sitandan jah gawasidana jah fraþjandan þana saei habaida laigaion jah ohtedun		
Mk.5.16	jah spillodedun im þaiei gaseƕun ƕaiwa warþ bi þana wodan jah bi þo sweina		
Mk.5.17	jah dugunnun bidjan ina galeiþan hindar markos seinos		
Mk.5.18	jah inngaggandan ina in skip baþ ina saei was wods ei miþ imma wesi		
Mk.5.19	jah ni lailot ina ak qaþ du imma gagg du garda þeinamma du þeinaim jah gateih im ƕan filu þus frauja gatawida jah gaarmaida þuk		
Mk.5.20	jah galaiþ jah dugann merjan in Daikapaulein ƕan filu gatawida imma Iesus jah allai sildaleikidedun		
Mk.5.21	jah usleiþandin Iesua in skipa aftra hindar marein gaqemun sik manageins filu du imma jah was faura marein		
Mk.5.22	jah sai qimiþ ains þize swnagogafade namin Jaeirus jah saiƕands ina gadraus du fotum Iesuis		
Mk.5.23	jah baþ ina filu qiþands þatei dauhtar meina aftumist habaiþ ei qimands lagjais ana þo handuns ei ganisai jah libai		
Mk.5.24	jah galaiþ miþ imma jah iddjedun afar imma manageins filu jah þraihun ina		
Mk.5.25	jah qinono suma wisandei in runa bloþis jera twalif		
Mk.5.26	jah manag gaþulandei fram managaim lekjam jah fraqimandei allamma seinamma jah ni waihtai botida ak mais wairs habaida		
Mk.5.27	gahausjandei bi Iesu atgaggandei in managein aftana attaitok wastjai is		
Mk.5.28	unte qaþ þatei jabai wastjom is atteka ganisa		
Mk.5.29	jah sunsaiw gaþaursnoda sa brunna bloþis izos jah ufkunþa ana leika þatei gahailnoda af þamma slaha		
Mk.5.30	jah sunsaiw Iesus ufkunþa in sis silbin þo us sis maht usgaggandein gawandjands sik in managein qaþ ƕas mis taitok wastjom		
Mk.5.31	jah qeþun du imma siponjos is saiƕis þo managein þreihandein þuk jah qiþis ƕas mis taitok		
Mk.5.32	jah wlaitoda saiƕan þo þata taujandein		
Mk.5.33	iþ so qino ogandei jah reirandei witandei þatei warþ bi ija qam jah draus du imma jah qaþ imma alla þo sunja		
Mk.5.34	iþ is qaþ du izai dauhtar galaubeins þeina ganasida þuk gagg in gawairþi jah sijais haila af þamma slaha þeinamma		
Mk.5.35	nauhþanuh imma rodjandin qemun fram þamma swnagogafada qiþandans þatei dauhtar þeina gaswalt ƕa þanamais draibeis þana laisari		
Mk.5.36	iþ Iesus sunsaiw gahausjands þata waurd rodiþ qaþ du þamma swnagogafada ni faurhtei þatainei galaubei		
Mk.5.37	jah ni fralailot ainohun ize miþ sis afargaggan nibai Paitru jah Iakobu jah Iohannen broþar Iakobis		
Mk.5.38	jah galaiþ in gard þis swnagogafadis jah gasaƕ auhjodu jah gretandans jah waifairƕjandans filu		
Mk.5.39	jah innatgaggands qaþ du im ƕa auhjoþ jah gretiþ þata barn ni gadauþnoda ak slepiþ		
Mk.5.40	jah bihlohun ina iþ is uswairpands allaim ganimiþ attan þis barnis jah aiþein jah þans miþ sis jah galaiþ inn þarei was þata barn ligando		
Mk.5.41	jah fairgraip bi handau þata barn qaþuh du izai taleiþa kumei þatei ist gaskeiriþ mawilo du þus qiþa urreis		
Mk.5.42	jah suns urrais so mawi jah iddja was auk jere twalibe jah usgeisnodedun faurhtein mikilai		
Mk.5.43	jah anabauþ im filu ei manna ni funþi þata jah haihait izai giban matjan		
Mk.6.1	jah usstoþ jainþro jah qam in landa seinamma jah laistidedun afar imma siponjos is		
Mk.6.2	jah biþe warþ sabbato dugann in swnagoge laisjan jah managai hausjandans sildaleikidedun qiþandans ƕaþro þamma þata jah ƕo so handugeino so gibano imma ei mahteis swaleikos þairh handuns is wairþand		
Mk.6.3	niu þata ist sa timrja sa sunus Marjins iþ broþar Iakobaus jah Iusezis jah Iudins jah Seimonis jah niu sind swistrjus is her at unsis jah gamarzidai waurþun in þamma		
Mk.6.4	qaþ þan im Iesus þatei nist praufetus unswers niba in gabaurþai seinai jah in ganiþjam jah in garda seinamma		
Mk.6.5	jah ni mahta jainar ainohun mahte gataujan niba fawaim siukaim handuns galagjands gahailida		
Mk.6.6	jah sildaleikida in ungalaubeinais ize jah bitauh weihsa bisunjane laisjands		
Mk.6.7	jah athaihait þans twalif jah dugann ins insandjan twans ƕanzuh jah gaf im waldufni ahmane unhrainjaize		
Mk.6.8	jah faurbauþ im ei waiht ni nemeina in wig niba hrugga aina nih matibalg nih hlaif nih in gairdos aiz		
Mk.6.9	ak gaskohai suljom jah ni wasjaiþ twaim paidom		
Mk.6.10	jah qaþ du im þisƕaduh þei gaggaiþ in gard þar saljaiþ unte usgaggaiþ jainþro		
Mk.6.11	jah swa managai swe ni andnimaina izwis nih hausjaina izwis usgaggandans jainþro ushrisjaiþ mulda þo undaro fotum izwaraim du weitwodiþai im amen qiþa izwis sutizo ist Saudaumjam aiþþau Gaumaurjam in daga stauos þau þizai baurg jainai		
Mk.6.12	jah usgaggandans meridedun ei idreigodedeina		
Mk.6.13	jah unhulþons managos usdribun jah gasalbodedun alewa managans siukans jah gahailidedun		
Mk.6.14	jah gahausida þiudans Herodes swikunþ allis warþ namo is jah qaþ þatei Iohannis sa daupjands us dauþaim urrais jah duþþe waurkjand þos mahteis in imma		
Mk.6.15	anþarai þan qeþun þatei Helias ist anþarai þan qeþun þatei praufetes ist swe ains þize praufete		
Mk.6.16	gahausjands þan Herodes qaþ þatei þammei ik haubiþ afmaimait Iohanne sa ist sah urrais us dauþaim		
Mk.6.17	sa auk raihtis Herodes insandjands gahabaida Iohannen jah gaband ina in karkarai in Hairodiadins qenais Filippaus broþrs seinis unte þo galiugaida		
Mk.6.18	qaþ auk Iohannes du Heroda þatei ni skuld ist þus haban qen broþrs þeinis		
Mk.6.19	iþ so Herodia naiw imma jah wilda imma usqiman jah ni mahta		
Mk.6.20	unte Herodis ohta sis Iohannen kunnands ina wair garaihtana jah weihana jah witaida imma jah hausjands imma manag gatawida jah gabaurjaba imma andhausida		
Mk.6.21	jah waurþans dags gatils þan Herodis mela gabaurþais seinaizos nahtamat waurhta þaim maistam seinaize jah þusundifadim jah þaim frumistam Galeilaias		
Mk.6.22	jah atgaggandein inn dauhtar Herodiadins jah plinsjandein jah galeikandein Heroda jah þaim miþanakumbjandam qaþ þiudans du þizai maujai bidei mik þisƕizuh þei wileis jah giba þus		
Mk.6.23	jah swor izai þatei þisƕah þei bidjais mik giba þus und halba þiudangardja meina		
Mk.6.24	iþ si usgaggandei qaþ du aiþein seinai ƕis bidjau iþ si qaþ haubidis Iohannis þis daupjandins		
Mk.6.25	jah atgaggandei sunsaiw sniumundo du þamma þiudana baþ qiþandei wiljau ei mis gibais ana mesa haubiþ Iohannis þis daupjandins		
Mk.6.26	jah gaurs waurþans sa þiudans in þize aiþe jah in þize miþanakumbjandane ni wilda izai ufbrikan		
Mk.6.27	jah suns insandjands sa þiudans spaikulatur anabauþ briggan haubiþ is iþ is galeiþands afmaimait imma haubiþ in karkarai		
Mk.6.28	jah atbar þata haubiþ is ana mesa jah atgaf ita þizai maujai jah so mawi atgaf ita aiþein seinai		
Mk.6.29	jah gahausjandans siponjos is qemun jah usnemun leik is jah galagidedun ita in hlaiwa		
Mk.6.30	jah gaïddjedun apaustauleis du Iesua jah gataihun imma allata jah swa filu swe gatawidedun		
Mk.6.53	jah duatsniwun		
Mk.6.54	jah usgaggandam im us skipa sunsaiw ufkunnandans ina		
Mk.6.55	birinnandans all þata gawi dugunnun ana badjam þans ubil habandans bairan þadei hausidedun ei is wesi		
Mk.6.56	jah þisƕaduh þadei iddja in haimos aiþþau baurgs aiþþau in weihsa ana gagga lagidedun siukans jah bedun ina ei þau skauta wastjos is attaitokeina jah swa managai swe attaitokun imma ganesun		
Mk.7.1	jah gaqemun sik du imma Fareisaieis jah sumai þize bokarje qimandans us Iairusaulwmim		
Mk.7.2	jah gasaiƕandans sumans þize siponje is gamainjaim handum þat~ist unþwahanaim matjandans hlaibans		
Mk.7.3	iþ Fareisaieis jah allai Iudaieis niba ufta þwahand handuns ni matjand habandans anafilh þize sinistane		
Mk.7.4	jah af maþla niba daupjand ni matjand jah anþar ist manag þatei andnemun du haban daupeinins stikle jah aurkje jah katile jah ligre		
Mk.7.5	þaþroh þan frehun ina þai Fareisaieis jah þai bokarjos duƕe þai siponjos þeinai ni gaggand bi þammei anafulhun þai sinistans ak unþwahanaim handum matjand hlaif		
Mk.7.6	iþ is andhafjands qaþ du im þatei waila praufetida Esaïas bi izwis þans liutans swe gameliþ ist so managei wairilom mik sweraiþ iþ hairto ize fairra habaiþ sik mis		
Mk.7.7	iþ sware mik blotand laisjandans laiseinins anabusnins manne		
Mk.7.8	afletandans raihtis anabusn gudis habaiþ þatei anafulhun mannans daupeinins aurkje jah stikle jah anþar galeik swaleikata manag taujiþ		
Mk.7.9	jah qaþ du im waila inwidiþ anabusn gudis ei þata anafulhano izwar fastaiþ		
Mk.7.10	Moses auk raihtis qaþ swerai attan þeinana jah aiþein þeina jah saei ubil qiþai attin seinamma aiþþau aiþein seinai dauþau afdauþjaidau		
Mk.7.11	iþ jus qiþiþ jabai qiþai manna attin seinamma aiþþau aiþein kaurban þatei ist maiþms þisƕah þatei us mis gabatnis		
Mk.7.12	jah ni fraletiþ ina ni waiht taujan attin seinamma aiþþau aiþein seinai		
Mk.7.13	blauþjandans waurd gudis þizai anabusnai izwarai þoei anafulhuþ jah galeik swaleikata manag taujiþ		
Mk.7.14	jah athaitands alla þo managein qaþ im hauseiþ mis allai jah fraþjaiþ		
Mk.7.15	ni waihts ist utaþro mans inngaggando in ina þatei magi ina gamainjan ak þata utgaggando us mann þata ist þata gamainjando mannan		
Mk.7.16	jabai ƕas habai ausona hausjandona gahausjai		
Mk.7.17	jah þan galaiþ in gard us þizai managein frehun ina siponjos is bi þo gajukon		
Mk.7.18	jah qaþ du im swa jah jus unwitans sijuþ ni fraþjiþ þammei all þata utaþro inngaggando in mannan ni mag ina gamainjan		
Mk.7.19	unte ni galeiþiþ imma in hairto ak in wamba jah in urrunsa usgaggiþ gahraineiþ allans matins		
Mk.7.20	qaþuþ~þan þatei þata us mann usgaggando þata gamaineiþ mannan		
Mk.7.21	innaþro auk us hairtin manne mitoneis ubilos usgaggand kalkinassjus horinassjus maurþra		
Mk.7.22	þiubja faihufrikeins unseleins liutei aglaitei augo unsel wajamereins hauhhairtei unwiti		
Mk.7.23	þo alla ubilona innaþro usgaggand jah gagamainjand mannan		
Mk.7.24	jah jainþro usstandands galaiþ in markos Twre jah Seidone jah galeiþands in gard ni wilda witan mannan jah ni mahta galaugnjan		
Mk.7.25	gahausjandei raihtis qino bi ina þizozei habaida dauhtar ahman unhrainjana qimandei draus du fotum is		
Mk.7.26	wasuþ~þan so qino haiþno Saurini fwnikiska gabaurþai jah baþ ina ei þo unhulþon uswaurpi us dauhtr izos		
Mk.7.27	iþ Iesus qaþ du izai let faurþis sada wairþan barna unte ni goþ ist niman hlaib barne jah wairpan hundam		
Mk.7.28	iþ si andhof imma jah qaþ du imma jai frauja jah auk hundos undaro biuda matjand af drauhsnom barne		
Mk.7.29	jah qaþ du izai in þis waurdis gagg usiddja unhulþo us dauhtr þeinai		
Mk.7.30	jah galeiþandei du garda seinamma bigat unhulþon usgaggana jah þo dauhtar ligandein ana ligra		
Mk.7.31	jah aftra galeiþands af markom Twre jah Seidone qam at marein Galeilaie miþ tweihnaim markom Daikapaulaios		
Mk.7.32	jah berun du imma baudana stammana jah bedun ina ei lagidedi imma handau		
Mk.7.33	jah afnimands ina af managein sundro lagida figgrans seinans in ausona imma jah spewands attaitok tuggon is		
Mk.7.34	jah ussaiƕands du himina gaswogida jah qaþ du imma aiffaþa þatei ist uslukn		
Mk.7.35	jah sunsaiw usluknodedun imma hliumans jah andbundnoda bandi tuggons is jah rodida raihtaba		
Mk.7.36	jah anabauþ im ei mann ni qeþeina ƕan filu is im anabauþ mais þamma eis meridedun		
Mk.7.37	jah ufarassau sildaleikidedun qiþandans waila allata gatawida jah baudans gataujiþ gahausjan jah unrodjandans rodjan		
Mk.8.1	in jainaim þan dagam aftra at filu managai managein wisandein jah ni habandam ƕa matidedeina athaitands siponjans qaþuh du im		
Mk.8.2	infeinoda du þizai managein unte ju dagans þrins miþ mis wesun jah ni haband ƕa matjaina		
Mk.8.3	jah jabai fraleta ins lausqiþrans du garda ize ufligand ana wiga sumai raihtis ize fairraþro qemun		
Mk.8.4	jah andhofun imma siponjos is ƕaþro þans mag ƕas gasoþjan hlaibam ana auþidai		
Mk.8.5	jah frah ins ƕan managans habaiþ hlaibans iþ eis qeþun sibun		
Mk.8.6	jah anabauþ þizai managein anakumbjan ana airþai jah nimands þans sibun hlaibans jah awiliudonds gabrak jah atgaf siponjam seinaim ei atlagidedeina faur jah atlagidedun faur þo managein		
Mk.8.7	jah habaidedun fiskans fawans jah þans gaþiuþjands qaþ ei atlagidedeina jah þans		
Mk.8.8	gamatidedun þan jah sadai waurþun jah usnemun laibos gabruko sibun spwreidans		
Mk.8.9	wesunuþ~þan þai matjandans swe fidwor þusundjos jah fralailot ins		
Mk.8.10	jah galaiþ sunsaiw in skip miþ siponjam seinaim jah qam ana fera Magdalan		
Mk.8.11	jah urrunnun Fareisaieis jah dugunnun miþsokjan imma sokjandans du imma taikn us himina fraisandans ina		
Mk.8.12	jah ufswogjands ahmin seinamma qaþ ƕa þata kuni taikn sokeiþ amen qiþa izwis jabai gibaidau kunja þamma taikne		
Mk.8.13	jah afletands ins galeiþands aftra in skip uslaiþ hindar marein		
Mk.8.14	jah ufarmunnodedun niman hlaibans jah niba ainana hlaif ni habaidedun miþ sis in skipa		
Mk.8.15	jah anabauþ im qiþands saiƕiþ ei atsaiƕiþ izwis þis beistis Fareisaie jah beistis Herodis		
Mk.8.16	jah þahtedun miþ sis misso qiþandans unte hlaibans ni habam		
Mk.8.17	jah fraþjands Iesus qaþ du im ƕa þaggkeiþ unte hlaibans ni habaiþ ni nauh fraþjiþ nih wituþ unte daubata habaiþ hairto izwar		
Mk.8.18	augona habandans ni gasaiƕiþ jah ausona habandans ni gahauseiþ jah ni gamunuþ		
Mk.8.19	þan þans fimf hlaibans gabrak fimf þusundjom ƕan managos tainjons fullos gabruko usnemuþ qeþun du imma twalif		
Mk.8.20	aþþan þan þans sibun hlaibans fidwor þusundjom ƕan managans spwreidans fullans gabruko usnemuþ iþ eis qeþun sibun		
Mk.8.21	jah qaþ du im ƕaiwa ni nauh fraþjiþ		
Mk.8.22	jah qemun in Beþaniin jah berun du imma blindan jah bedun ina ei imma attaitoki		
Mk.8.23	jah fairgreipands handu þis blindins ustauh ina utana weihsis jah speiwands in augona is atlagjands ana handuns seinos frah ina ga~u~ƕa~seƕi		
Mk.8.24	jah ussaiƕands qaþ gasaiƕa mans þatei swe bagmans gasaiƕa gaggandans		
Mk.8.25	þaþroh aftra galagida handuns ana þo augona is jah gatawida ina ussaiƕan jah aftra gasatiþs warþ jah gasaƕ bairhtaba allans		
Mk.8.26	jah insandida ina du garda is qiþands ni in þata weihs gaggais ni mannhun qiþais in þamma wehsa		
Mk.8.27	jah usiddja Iesus jah siponjos is in wehsa Kaisarias þizos Filippaus jah ana wiga frah siponjans seinans qiþands du im ƕana mik qiþand mans wisan		
Mk.8.28	iþ eis andhofun Iohannen þana daupjand jah anþarai Helian sumaih þan ainana praufete		
Mk.8.29	jah is qaþ du im aþþan jus ƕana mik qiþiþ wisan andhafjands þan Paitrus qaþ du imma þu is Xristus		
Mk.8.30	jah faurbauþ im ei mannhun ni qeþeina bi ina		
Mk.8.31	jah dugann laisjan ins þatei skal sunus mans filu winnan jah uskiusan skulds ist fram þaim sinistam jah þaim auhumistam gudjam jah bokarjam jah usqiman jah afar þrins dagans usstandan		
Mk.8.32	jah swikunþaba þata waurd rodida jah aftiuhands ina Paitrus dugann andbeitan ina		
Mk.8.33	iþ is gawandjands sik jah gasaiƕands þans siponjans seinans andbait Paitru qiþands gagg hindar mik Satana unte ni fraþjis þaim gudis ak þaim manne		
Mk.8.34	jah athaitands þo managein miþ siponjam seinaim qaþ du im saei wili afar mis laistjan inwidai sik silban jah nimai galgan seinana jah laistjai mik		
Mk.8.35	saei allis wili saiwala seina ganasjan fraqisteiþ izai iþ saei fraqisteiþ saiwalai seinai in meina jah in þizos aiwaggeljons ganasjiþ þo		
Mk.8.36	ƕa auk boteiþ mannan jabai gageigaiþ þana fairƕu allana jah gasleiþeiþ sik saiwalai seinai		
Mk.8.37	aiþþau ƕa gibiþ manna inmaidein saiwalos seinaizos		
Mk.8.38	unte saei skamaiþ sik meina jah waurde meinaize in gabaurþai þizai horinondein jah frawaurhton jah sunus mans skamaiþ sik is þan qimiþ in wulþau attins seinis miþ aggilum þaim weiham		
Mk.9.1	jah qaþ du im amen qiþa izwis þatei sind sumai þize her standandane þai ize ni kausjand dauþaus unte gasaiƕand þiudinassu gudis qumanana in mahtai		
Mk.9.2	jah afar dagans saihs ganam Iesus Paitru jah Iakobu jah Iohannen jah ustauh ins ana fairguni hauh sundro ainans jah inmaidida sik in andwairþja ize		
Mk.9.3	jah wastjos is waurþun glitmunjandeins ƕeitos swe snaiws swaleikos swe wullareis ana airþai ni mag gaƕeitjan		
Mk.9.4	jah ataugiþs warþ im Helias miþ Mose jah wesun rodjandans miþ Iesua		
Mk.9.5	jah andhafjands Paitrus qaþ du Iesua rabbei goþ ist unsis her wisan jah gawaurkjam hlijans þrins þus ainana jah Mose ainana jah ainana Helijin		
Mk.9.6	ni auk wissa ƕa rodidedi wesun auk usagidai		
Mk.9.7	jah warþ milhma ufarskadwjands im jah qam stibna us þamma milhmin sa ist sunus meins sa liuba þamma hausjaiþ		
Mk.9.8	jah anaks insaiƕandans ni þanaseiþs ainohun gaseƕun alja Iesu ainana miþ sis		
Mk.9.9	dalaþ þan atgaggandam im af þamma fairgunja anabauþ im ei mannhun ni spillodedeina þatei gaseƕun niba biþe sunus mans us dauþaim usstoþi		
Mk.9.10	jah þata waurd habaidedun du sis misso sokjandans ƕa ist þata us dauþaim usstandan		
Mk.9.11	jah frehun ina qiþandans unte qiþand þai bokarjos þatei Helias skuli qiman faurþis		
Mk.9.12	iþ is andhafjands qaþ du im Helias sweþauh qimands faurþis aftra gaboteiþ alla jah ƕaiwa gameliþ ist bi sunu mans ei manag winnai jah frakunþs wairþai		
Mk.9.13	akei qiþa izwis þatei ju Helias qam jah gatawidedun imma swa filu swe wildedun swaswe gameliþ ist bi ina		
Mk.9.14	jah qimands at siponjam gasaƕ filu manageins bi ins jah bokarjans sokjandans miþ im		
Mk.9.15	jah sunsaiw alla managei gasaiƕandans ina usgeisnodedun jah durinnandans inwitun ina		
Mk.9.16	jah frah þans bokarjans ƕa sokeiþ miþ þaim		
Mk.9.17	jah andhafjands ains us þizai managein qaþ laisari brahta sunu meinana du þus habandan ahman unrodjandan		
Mk.9.18	jah þisƕaruh þei ina gafahiþ gawairpiþ ina jah ƕaþjiþ jah kriustiþ tunþuns seinans jah gastaurkniþ jah qaþ siponjam þeinaim ei usdreibeina ina jah ni mahtedun		
Mk.9.19	iþ is andhafjands im qaþ o kuni ungalaubjando und ƕa at izwis sijau und ƕa þulau izwis bairiþ ina du mis		
Mk.9.20	jah brahtedun ina at imma jah gasaiƕands ina sunsaiw sa ahma tahida ina jah driusands ana airþa walwisoda ƕaþjands		
Mk.9.21	jah frah þana attan is ƕan lagg mel ist ei þata warþ imma iþ is qaþ us barniskja		
Mk.9.22	jah ufta ina jah in fon atwarp jah in wato ei usqistidedi imma akei jabai mageis hilp unsara gableiþjands unsis		
Mk.9.23	iþ Iesus qaþ du imma þata jabai mageis galaubjan allata mahteig þamma galaubjandin		
Mk.9.24	jah sunsaiw ufhropjands sa atta þis barnis miþ tagram qaþ galaubja hilp meinaizos ungalaubeinais		
Mk.9.25	gasaiƕands þan Iesus þatei samaþ rann managei gaƕotida ahmin þamma unhrainjin qiþands du imma þu ahma þu unrodjands jah bauþs ik þus anabiuda usgagg us þamma jah þanaseiþs ni galeiþais in ina		
Mk.9.26	jah hropjands jah filu tahjands ina usiddja jah warþ swe dauþs swaswe managai qeþun þatei gaswalt		
Mk.9.27	iþ Iesus undgreipands ina bi handau urraisida ina jah usstoþ		
Mk.9.28	jah galeiþandan ina in gard siponjos is frehun ina sundro duƕe weis ni mahtedum usdreiban þana		
Mk.9.29	jah qaþ du im þata kuni in waihtai ni mag usgaggan niba in bidai jah fastubnja		
Mk.9.30	jah jainþro usgaggandans iddjedun þairh Galeilaian jah ni wilda ei ƕas wissedi		
Mk.9.31	unte laisida siponjans seinans jah qaþ du im þatei sunus mans atgibada in handuns manne jah usqimand imma jah usqistiþs þridjin daga usstandiþ		
Mk.9.32	iþ eis ni froþun þamma waurda jah ohtedun ina fraihnan		
Mk.9.33	jah qam in Kafarnaum jah in garda qumans frah ins ƕa in wiga miþ izwis misso mitodeduþ		
Mk.9.34	iþ eis slawaidedun du sis misso andrunnun ƕarjis maists wesi		
Mk.9.35	jah sitands atwopida þans twalif jah qaþ du im jabai ƕas wili frumists wisan sijai allaize aftumists jah allaim andbahts		
Mk.9.36	jah nimands barn gasatida ita in midjaim im jah ana armins nimands ita qaþ du im		
Mk.9.37	saei ain þize swaleikaize barne andnimiþ ana namin meinamma mik andnimiþ jah saƕazuh saei mik andnimiþ ni mik andnimiþ ak þana sandjandan mik		
Mk.9.38	andhof þan imma Iohannes qiþands laisari seƕum sumana in þeinamma namin usdreibandan unhulþons saei ni laisteiþ unsis jah waridedum imma unte ni laisteiþ unsis		
Mk.9.39	iþ is qaþ ni warjiþ imma ni mannahun auk ist saei taujiþ maht in namin meinamma jah magi sprauto ubilwaurdjan mis		
Mk.9.40	unte saei nist wiþra izwis faur izwis ist		
Mk.9.41	saei auk allis gadragkjai izwis stikla watins in namin meinamma unte Xristaus sijuþ amen qiþa izwis ei ni fraqisteiþ mizdon seinai		
Mk.9.42	jah saƕazuh saei gamarzjai ainana þize leitilane þize galaubjandane du mis goþ ist imma mais ei galagjaidau asiluqairnus ana halsaggan is jah frawaurpans wesi in marein		
Mk.9.43	jah jabai marzjai þuk handus þeina afmait þo goþ þus ist hamfamma in libain galeiþan þau twos handuns habandin galeiþan in gaiainnan in fon þata unƕapnando		
Mk.9.44	þarei maþa ize ni gaswiltiþ jah fon ni afƕapniþ		
Mk.9.45	jah jabai fotus þeins marzjai þuk afmait ina goþ þus ist galeiþan in libain haltamma þau twans fotuns habandin gawairpan in gaiainnan in fon þata unƕapnando		
Mk.9.46	þarei maþa ize ni gaswiltiþ jah fon ni afƕapniþ		
Mk.9.47	jah jabai augo þein marzjai þuk uswairp imma goþ þus ist haihamma galeiþan in þiudangardja gudis þau twa augona habandin atwairpan in gaiainnan funins		
Mk.9.48	þarei maþa ize ni gadauþniþ jah fon ni afƕapniþ		
Mk.9.49	ƕazuh auk funin saltada jah ƕarjatoh hunsle salta saltada		
Mk.9.50	goþ salt iþ jabai salt unsaltan wairþiþ ƕe supuda habaiþ in izwis salt jah gawairþeigai sijaiþ miþ izwis misso		
Mk.10.1	jah jainþro usstandands qam in markom Iudaias hindar Iaurdanau jah gaqemun sik aftra manageins du imma jah swe biuhts was aftra laisida ins		
Mk.10.2	jah duatgaggandans Fareisaieis frehun ina skuldu sijai mann qen afsatjan fraisandans ina		
Mk.10.3	iþ is andhafjands qaþ ƕa izwis anabauþ Moses		
Mk.10.4	iþ eis qeþun Moses uslaubida unsis bokos afsateinais meljan jah afletan		
Mk.10.5	jah andhafjands Iesus qaþ du im wiþra harduhairtein izwara gamelida izwis þo anabusn		
Mk.10.6	iþ af anastodeinai gaskaftais gumein jah qinein gatawida guþ		
Mk.10.7	inuh þis bileiþai manna attin seinamma jah aiþein seinai		
Mk.10.8	jah sijaina þo twa du leika samin swaswe þanaseiþs ni sind twa ak leik ain		
Mk.10.9	þatei nu guþ gawaþ manna þamma ni skaidai		
Mk.10.10	jah in garda aftra siponjos is bi þata samo frehun ina		
Mk.10.11	jah qaþ du im saƕazuh saei afletiþ qen seina jah liugaiþ anþara horinoþ du þizai		
Mk.10.12	jah jabai qino afletiþ aban seinana jah liugada anþaramma horinoþ		
Mk.10.13	þanuh atberun du imma barna ei attaitoki im iþ þai siponjos is sokun þaim bairandam du		
Mk.10.14	gasaiƕands þan Iesus unwerida jah qaþ du im letiþ þo barna gaggan du mis jah ni warjiþ þo unte þize swaleikaize ist þiudangardi gudis		
Mk.10.15	amen qiþa izwis saei ni andnimiþ þiudangardja gudis swe barn ni þauh qimiþ in izai		
Mk.10.16	jah gaþlaihands im lagjands handuns ana þo þiuþida im		
Mk.10.17	jah usgaggandin imma in wig duatrinnands ains jah knussjands baþ ina qiþands laisari þiuþeiga ƕa taujau ei libainais aiweinons arbja wairþau		
Mk.10.18	iþ is qaþ du imma ƕa mik qiþis þiuþeigana ni ƕashun þiuþeigs alja ains guþ		
Mk.10.19	þos anabusnins kant ni horinos ni maurþrjais ni hlifais ni sijais galiugaweitwods ni anamahtjais swerai attan þeinana jah aiþein þeina		
Mk.10.20	þaruh andhafjands qaþ du imma laisari þo alla gafastaida us jundai meinai		
Mk.10.21	iþ Iesus insaiƕands du imma frijoda ina jah qaþ du imma ainis þus wan ist gagg swa filu swe habais frabugei jah gif þarbam jah habais huzd in himinam jah hiri laistjan mik nimands galgan		
Mk.10.22	iþ is gahnipnands in þis waurdis galaiþ gaurs was auk habands faihu manag		
Mk.10.23	jah bisaiƕands Iesus qaþ siponjam seinaim sai ƕaiwa agluba þai faiho gahabandans in þiudangardja gudis galeiþand		
