ref	surface	lemma	pos	features	stem_class	ms	position	variation
2Co.4.14	fauragasatjiþ	faura-gasatjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "2"}	weak-I	3	13	0
2Co.4.14	fauragasatjiþ	faura-gasatjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	weak-I	3	13	0
2Co.4.14	miþ	miþ	prep	{}		3	14	0
2Co.4.14	izwis	þu	pron	{"case": "DAT", "number": "PL"}		3	15	0
2Co.4.14	izwis	þu	pron	{"case": "ACC", "number": "PL"}		3	15	0
2Co.4.15	þatuh	sah	pron	{"gender": "N", "case": "ACC", "number": "SG"}		3	1	0
2Co.4.15	þatuh	sah	pron	{"gender": "N", "case": "NOM", "number": "SG"}		3	1	0
2Co.4.15	þan	þan	conj	{}		3	2	0
2Co.4.15	þan	þan	adv	{}		3	2	0
2Co.4.15	þan	þan	conj	{}		3	2	0
2Co.4.15	allata	alls	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	3	3	0
2Co.4.15	allata	alls	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	3	3	0
2Co.4.15	in	in	prep	{}		3	4	0
2Co.4.15	izwara	izwar	pron	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	a-stem	3	5	0
2Co.4.15	izwara	þu	pron	{"case": "GEN", "number": "PL"}		3	5	0
2Co.4.15	izwara	izwar	pron	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	3	5	0
2Co.4.15	izwara	izwar	pron	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	3	5	0
2Co.4.15	izwara	izwar	pron	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	a-stem	3	5	0
2Co.4.15	ei	ei	conj	{}		3	6	0
2Co.4.15	ansts	ansts	noun	{"case": "NOM", "number": "SG", "gender": "F"}	i-stem	3	7	0
2Co.4.15	managnandei	managnan	verb	{"strength": "WK", "gender": "F", "case": "NOM", "number": "SG"}	weak-IV	3	8	0
2Co.4.15	þairh	þairh	prep	{}		3	9	0
2Co.4.15	managizans	manags	adj	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	a-stem	3	10	0
2Co.4.15	managizans	manags	adj	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	3	10	0
2Co.4.15	awiliud			{}		3	11	0
2Co.4.15	ufarassjai	ufarassjan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	3	12	0
2Co.4.15	du	du	adv	{}		3	13	0
2Co.4.15	du	du		{}		3	13	0
2Co.4.15	du	du	prep	{}		3	13	0
2Co.4.15	wulþau	wulþus	noun	{"case": "DAT", "number": "SG", "gender": "M"}	u-stem	3	14	0
2Co.4.15	wulþau	wulþus	noun	{"case": "VOC", "number": "SG", "gender": "M"}	u-stem	3	14	0
2Co.4.15	guda	guþ	noun	{"case": "DAT", "number": "SG", "gender": "M"}		3	15	0
2Co.4.15	guda	guþ	noun	{"case": "NOM", "number": "PL", "gender": "M"}		3	15	0
2Co.4.15	guda	guþ	noun	{"case": "ACC", "number": "PL", "gender": "M"}		3	15	0
2Co.4.16	inuh	inuh	prep	{}		3	1	0
2Co.4.16	inuh	in	prep	{}		3	1	0
2Co.4.16	þis	sa	pron	{"gender": "N", "case": "GEN", "number": "SG"}		3	2	0
2Co.4.16	þis	sa	pron	{"gender": "M", "case": "GEN", "number": "SG"}		3	2	0
2Co.4.16	ni	ni		{}		3	3	0
2Co.4.16	wairþam	wairþan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	strong-III	3	4	0
2Co.4.16	wairþam	wairþs	adj	{"strength": "WK", "gender": "N", "case": "DAT", "number": "PL"}	a-stem	3	4	0
2Co.4.16	wairþam	wairþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	strong-III	3	4	0
2Co.4.16	wairþam	wairþs	adj	{"strength": "WK", "gender": "M", "case": "DAT", "number": "PL"}	a-stem	3	4	0
2Co.4.16	usgrudjans	usgrudja	adj	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	a-stem	3	5	0
2Co.4.16	usgrudjans	usgrudja	adj	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	3	5	0
2Co.4.16	akei	akei	conj	{}		3	6	0
2Co.4.16	þauhjabai	þauhjabai	conj	{}		3	7	0
2Co.4.16	sa	sa	pron	{"gender": "M", "case": "NOM", "number": "SG"}		3	8	0
2Co.4.16	utana	utana	adv	{}		3	9	0
2Co.4.16	unsar	unsar	pron	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	3	10	0
2Co.4.16	unsar	unsar	pron	{"strength": "STR", "gender": "M", "case": "NOM", "number": "SG"}	a-stem	3	10	0
2Co.4.16	unsar	unsar	pron	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	3	10	0
2Co.4.16	manna	manna	noun	{"case": "NOM", "number": "SG", "gender": "M"}		3	11	0
2Co.4.16	frawardjada	fra-wardjan	verb	{"voice": "PASS", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-I	3	12	0
2Co.4.16	frawardjada	fra-wardjan	verb	{"voice": "PASS", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	3	12	0
2Co.4.16	aiþþau	aiþþau	conj	{}		3	13	0
2Co.4.16	sa	sa	pron	{"gender": "M", "case": "NOM", "number": "SG"}		3	14	0
2Co.4.16	innuma	innuma	adj	{"strength": "WK", "gender": "M", "case": "NOM", "number": "SG"}		3	15	0
2Co.4.16	ananiujada	ana-niujan	verb	{"voice": "PASS", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	3	16	0
2Co.4.16	ananiujada	ana-niujan	verb	{"voice": "PASS", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-I	3	16	0
2Co.4.16	daga	dags	noun	{"case": "DAT", "number": "SG", "gender": "M"}	a-stem	3	17	0
2Co.4.16	jah	jah		{}		3	18	0
2Co.4.16	daga	dags	noun	{"case": "DAT", "number": "SG", "gender": "M"}	a-stem	3	19	0
2Co.4.17	unte	unte	conj	{}		3	1	0
2Co.4.17	þata	sa	pron	{"gender": "N", "case": "NOM", "number": "SG"}		3	2	0
2Co.4.17	þata	sa	pron	{"gender": "N", "case": "ACC", "number": "SG"}		3	2	0
2Co.4.17	andwairþo	andwairþs	adj	{"strength": "WK", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	3	3	0
2Co.4.17	andwairþo	andwairþs	adj	{"strength": "WK", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	3	3	0
2Co.4.17	andwairþo	andwairþs	adj	{"strength": "WK", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	3	3	0
2Co.4.17	ƕeilaƕairb	ƕeilaƕairbs	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	3	4	0
2Co.4.17	ƕeilaƕairb	ƕeilaƕairbs	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	3	4	0
2Co.4.17	jah	jah		{}		3	5	0
2Co.4.17	leiht	leihts	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	3	6	0
2Co.4.17	leiht	leihts	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	3	6	0
2Co.4.17	aglons	agls	adj	{"strength": "WK", "gender": "F", "case": "NOM", "number": "PL"}	a-stem	3	7	0
2Co.4.17	aglons	agls	adj	{"strength": "WK", "gender": "F", "case": "GEN", "number": "SG"}	a-stem	3	7	0
2Co.4.17	aglons	aglo	noun	{"case": "ACC", "number": "PL", "gender": "F"}	ōn-stem	3	7	0
2Co.4.17	aglons	aglo	noun	{"case": "NOM", "number": "PL", "gender": "F"}	ōn-stem	3	7	0
2Co.4.17	aglons	agls	adj	{"strength": "WK", "gender": "F", "case": "ACC", "number": "PL"}	a-stem	3	7	0
2Co.4.17	aglons	aglo	noun	{"case": "GEN", "number": "SG", "gender": "F"}	ōn-stem	3	7	0
2Co.4.17	unsaraizos	unsar	pron	{"strength": "STR", "gender": "F", "case": "GEN", "number": "SG"}	a-stem	3	8	0
2Co.4.17	bi	bi	prep	{}		3	9	0
2Co.4.17	ufarassau	ufarassus	noun	{"case": "VOC", "number": "SG", "gender": "M"}	u-stem	3	10	0
2Co.4.17	ufarassau	ufarassus	noun	{"case": "DAT", "number": "SG", "gender": "M"}	u-stem	3	10	0
2Co.4.17	aiweinis	aiweins	adj	{"strength": "STR", "gender": "M", "case": "GEN", "number": "SG"}	a-stem	3	11	0
2Co.4.17	aiweinis	aiweins	adj	{"strength": "STR", "gender": "N", "case": "GEN", "number": "SG"}	a-stem	3	11	0
2Co.4.17	wulþaus	wulþus	noun	{"case": "GEN", "number": "SG", "gender": "M"}	u-stem	3	12	0
2Co.4.17	kaurein	kaurei	noun	{"case": "DAT", "number": "SG", "gender": "F"}	ōn-stem	3	13	0
2Co.4.17	kaurein	kaurei	noun	{"case": "ACC", "number": "SG", "gender": "F"}	ōn-stem	3	13	0
2Co.4.17	waurkjada	waurkjan	verb	{"voice": "PASS", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	3	14	0
2Co.4.17	waurkjada	waurkjan	verb	{"voice": "PASS", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-I	3	14	0
2Co.4.17	unsis	ik	pron	{"case": "DAT", "number": "PL"}		3	15	0
2Co.4.17	unsis	ik	pron	{"case": "ACC", "number": "PL"}		3	15	0
2Co.4.18	ni	ni		{}		3	1	0
2Co.4.18	fairweitjandam	fair-weitjan	verb	{"strength": "WK", "gender": "N", "case": "DAT", "number": "PL"}	weak-I	3	2	0
2Co.4.18	fairweitjandam	fair-weitjan	verb	{"strength": "WK", "gender": "M", "case": "DAT", "number": "PL"}	weak-I	3	2	0
2Co.4.18	þize	sa	pron	{"gender": "M", "case": "GEN", "number": "PL"}		3	3	0
2Co.4.18	þize	sa	pron	{"gender": "N", "case": "GEN", "number": "PL"}		3	3	0
2Co.4.18	gasaiƕanane	ga-saiƕan	verb	{"strength": "WK", "gender": "N", "case": "GEN", "number": "PL"}	strong-V	3	4	0
2Co.4.18	gasaiƕanane	ga-saiƕan	verb	{"strength": "WK", "gender": "M", "case": "GEN", "number": "PL"}	strong-V	3	4	0
2Co.4.18	ak	ak	conj	{}		3	5	0
2Co.4.18	þizei	saei	pron	{"gender": "N", "case": "GEN", "number": "SG"}		3	6	0
2Co.4.18	þizei	saei	pron	{"gender": "M", "case": "GEN", "number": "SG"}		3	6	0
2Co.4.18	ungasaiƕanane	ungasaiƕans	verb	{"strength": "WK", "gender": "M", "case": "GEN", "number": "PL", "tense": "PST", "voice": "ACT"}		3	7	0
2Co.4.18	ungasaiƕanane	ungasaiƕans	verb	{"strength": "WK", "gender": "N", "case": "GEN", "number": "PL", "tense": "PST", "voice": "ACT"}		3	7	0
2Co.4.18	unte	unte	conj	{}		3	8	0
2Co.4.18	þo	sa	pron	{"gender": "F", "case": "ACC", "number": "SG"}		3	9	0
2Co.4.18	þo	sa	pron	{"gender": "N", "case": "ACC", "number": "PL"}		3	9	0
2Co.4.18	þo	sa	pron	{"gender": "N", "case": "NOM", "number": "PL"}		3	9	0
2Co.4.18	gasaiƕanona	ga-saiƕan	verb	{"strength": "WK", "gender": "N", "case": "NOM", "number": "PL"}	strong-V	3	10	0
2Co.4.18	gasaiƕanona	ga-saiƕan	verb	{"strength": "WK", "gender": "N", "case": "ACC", "number": "PL"}	strong-V	3	10	0
2Co.4.18	riurja	riurs	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	i-stem	3	11	0
2Co.4.18	riurja	riurjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-I	3	11	0
2Co.4.18	riurja	riureis	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}		3	11	0
2Co.4.18	riurja	riureis	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}		3	11	0
2Co.4.18	riurja	riureis	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}		3	11	0
2Co.4.18	riurja	riurs	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	i-stem	3	11	0
2Co.4.18	riurja	riurs	adj	{"strength": "WK", "gender": "M", "case": "NOM", "number": "SG"}	i-stem	3	11	0
2Co.4.18	riurja	riurs	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	i-stem	3	11	0
2Co.4.18	riurja	riureis	adj	{"strength": "WK", "gender": "M", "case": "NOM", "number": "SG"}		3	11	0
2Co.4.18	sind	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "3"}	strong-V	3	12	0
2Co.4.18	iþ	iþ	conj	{}		3	13	0
2Co.4.18	þo	sa	pron	{"gender": "N", "case": "NOM", "number": "PL"}		3	14	0
2Co.4.18	þo	sa	pron	{"gender": "F", "case": "ACC", "number": "SG"}		3	14	0
2Co.4.18	þo	sa	pron	{"gender": "N", "case": "ACC", "number": "PL"}		3	14	0
2Co.4.18	ungasaiƕanona	ungasaiƕans	verb	{"strength": "WK", "gender": "N", "case": "ACC", "number": "PL", "tense": "PST", "voice": "ACT"}		3	15	0
2Co.4.18	ungasaiƕanona	ungasaiƕans	verb	{"strength": "WK", "gender": "N", "case": "NOM", "number": "PL", "tense": "PST", "voice": "ACT"}		3	15	0
2Co.4.18	aiweina	aiweins	adj	{"strength": "WK", "gender": "M", "case": "NOM", "number": "SG"}	a-stem	3	16	0
2Co.4.18	aiweina	aiweins	adj	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	3	16	0
2Co.4.18	aiweina	aiweins	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	a-stem	3	16	0
2Co.4.18	aiweina	aiweins	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	3	16	0
2Co.4.18	aiweina	aiweins	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	a-stem	3	16	0
2Co.5.1	us	us	prep	{}		2	1	1
2Co.5.1	guda	guþ	noun	{"case": "NOM", "number": "PL", "gender": "M"}		2	2	1
2Co.5.1	guda	guþ	noun	{"case": "DAT", "number": "SG", "gender": "M"}		2	2	1
2Co.5.1	guda	guþ	noun	{"case": "ACC", "number": "PL", "gender": "M"}		2	2	1
2Co.5.1	habam	haban	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-III	2	3	1
2Co.5.1	habam	haban	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-III	2	3	1
2Co.5.1	gard	gards	noun	{"case": "VOC", "number": "SG", "gender": "M"}	i-stem	2	4	1
2Co.5.1	gard	gards	noun	{"case": "ACC", "number": "SG", "gender": "M"}	i-stem	2	4	1
2Co.5.1	unhanduwaurhtana	unhanduwaurhts	adj	{"strength": "STR", "gender": "M", "case": "ACC", "number": "SG"}		2	5	1
2Co.5.1	aiweinana	aiweins	adj	{"strength": "STR", "gender": "M", "case": "ACC", "number": "SG"}	a-stem	2	6	1
2Co.5.1	in	in	prep	{}		2	7	1
2Co.5.1	himinam	himins	noun	{"case": "DAT", "number": "PL", "gender": "M"}	a-stem	2	8	1
2Co.5.1	witum	witan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	pret-pres	3	1	6
2Co.5.1	auk	auk	conj	{}		3	2	6
2Co.5.1	þatei	saei	pron	{"gender": "N", "case": "ACC", "number": "SG"}		3	3	6
2Co.5.1	þatei	þatei	conj	{}		3	3	6
2Co.5.1	þatei	saei	pron	{"gender": "N", "case": "NOM", "number": "SG"}		3	3	6
2Co.5.1	jabai	jabai	conj	{}		3	4	6
2Co.5.1	sa	sa	pron	{"gender": "M", "case": "NOM", "number": "SG"}		3	5	6
2Co.5.1	airþeina	airþeins	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	a-stem	3	6	6
2Co.5.1	airþeina	airþeins	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	3	6	6
2Co.5.1	airþeina	airþeins	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	a-stem	3	6	6
2Co.5.1	airþeina	airþeins	adj	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	3	6	6
2Co.5.1	airþeina	airþeins	adj	{"strength": "WK", "gender": "M", "case": "NOM", "number": "SG"}	a-stem	3	6	6
2Co.5.1	unsar	unsar	pron	{"strength": "STR", "gender": "M", "case": "NOM", "number": "SG"}	a-stem	3	7	6
2Co.5.1	unsar	unsar	pron	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	3	7	6
2Co.5.1	unsar	unsar	pron	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	3	7	6
2Co.5.1	gards	gards	noun	{"case": "NOM", "number": "SG", "gender": "M"}	i-stem	3	8	6
2Co.5.1	þizos	sa	pron	{"gender": "F", "case": "GEN", "number": "SG"}		3	9	6
2Co.5.1	hleiþros	hleiþra	noun	{"case": "GEN", "number": "SG", "gender": "F"}	ō-stem	3	10	6
2Co.5.1	hleiþros	hleiþra	noun	{"case": "NOM", "number": "PL", "gender": "F"}	ō-stem	3	10	6
2Co.5.1	hleiþros	hleiþra	noun	{"case": "ACC", "number": "PL", "gender": "F"}	ō-stem	3	10	6
2Co.5.1	gatairada	ga-tairan	verb	{"voice": "PASS", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-IV	3	11	6
2Co.5.1	gatairada	ga-tairan	verb	{"voice": "PASS", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-IV	3	11	6
2Co.5.1	ei	ei	conj	{}		3	12	6
2Co.5.1	gatimrjon	gatimrjo	noun	{"case": "DAT", "number": "SG", "gender": "F"}	ōn-stem	3	13	6
2Co.5.1	gatimrjon	gatimrjo	noun	{"case": "ACC", "number": "SG", "gender": "F"}	ōn-stem	3	13	6
2Co.5.1	us	us	prep	{}		3	14	1
2Co.5.1	guda	guþ	noun	{"case": "DAT", "number": "SG", "gender": "M"}		3	15	1
2Co.5.1	guda	guþ	noun	{"case": "ACC", "number": "PL", "gender": "M"}		3	15	1
2Co.5.1	guda	guþ	noun	{"case": "NOM", "number": "PL", "gender": "M"}		3	15	1
2Co.5.1	habam	haban	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-III	3	16	1
2Co.5.1	habam	haban	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-III	3	16	1
2Co.5.1	gard	gards	noun	{"case": "ACC", "number": "SG", "gender": "M"}	i-stem	3	17	1
2Co.5.1	gard	gards	noun	{"case": "VOC", "number": "SG", "gender": "M"}	i-stem	3	17	1
2Co.5.1	unhanduwaurhtana	unhanduwaurhts	adj	{"strength": "STR", "gender": "M", "case": "ACC", "number": "SG"}		3	18	1
2Co.5.1	aiweinana	aiweins	adj	{"strength": "STR", "gender": "M", "case": "ACC", "number": "SG"}	a-stem	3	19	1
2Co.5.1	in	in	prep	{}		3	20	1
2Co.5.1	himinam	himins	noun	{"case": "DAT", "number": "PL", "gender": "M"}	a-stem	3	21	1
2Co.5.2	unte	unte	conj	{}		2	1	1
2Co.5.2	jah	jah		{}		2	2	1
2Co.5.2	in	in	prep	{}		2	3	1
2Co.5.2	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		2	4	1
2Co.5.2	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		2	4	1
2Co.5.2	swogatjam	swogatjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	2	5	1
2Co.5.2	swogatjam	swogatjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	2	5	1
2Co.5.2	bauainai	bauains	noun	{"case": "DAT", "number": "SG", "gender": "F"}	i-stem	2	6	1
2Co.5.2	unsarai	unsar	pron	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	a-stem	2	7	1
2Co.5.2	unsarai	unsar	pron	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	2	7	1
2Co.5.2	þizai	sa	pron	{"gender": "F", "case": "DAT", "number": "SG"}		2	8	1
2Co.5.2	us	us	prep	{}		2	9	1
2Co.5.2	himina	himins	noun	{"case": "DAT", "number": "SG", "gender": "M"}	a-stem	2	10	1
2Co.5.2	ufarhamon	ufar-hamon	verb	{"mood": "INF", "voice": "ACT"}	weak-II	2	11	1
2Co.5.2	gairnjandans	gairnjan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	weak-I	2	12	1
2Co.5.2	gairnjandans	gairnjan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	weak-I	2	12	1
2Co.5.2	unte	unte	conj	{}		3	1	1
2Co.5.2	jah	jah		{}		3	2	1
2Co.5.2	in	in	prep	{}		3	3	1
2Co.5.2	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		3	4	1
2Co.5.2	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		3	4	1
2Co.5.2	swogatjam	swogatjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	3	5	1
2Co.5.2	swogatjam	swogatjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	3	5	1
2Co.5.2	bauainai	bauains	noun	{"case": "DAT", "number": "SG", "gender": "F"}	i-stem	3	6	1
2Co.5.2	unsarai	unsar	pron	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	a-stem	3	7	1
2Co.5.2	unsarai	unsar	pron	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	3	7	1
2Co.5.2	þizai	sa	pron	{"gender": "F", "case": "DAT", "number": "SG"}		3	8	1
2Co.5.2	us	us	prep	{}		3	9	1
2Co.5.2	himina	himins	noun	{"case": "DAT", "number": "SG", "gender": "M"}	a-stem	3	10	1
2Co.5.2	ufarhamon	ufar-hamon	verb	{"mood": "INF", "voice": "ACT"}	weak-II	3	11	1
2Co.5.2	gairnjandans	gairnjan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	weak-I	3	12	1
2Co.5.2	gairnjandans	gairnjan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	weak-I	3	12	1
2Co.5.3	jabai	jabai	conj	{}		2	1	1
2Co.5.3	sweþauh	sweþauh	ptcl	{}		2	2	1
2Co.5.3	gawasidai	ga-wasjan	verb	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	weak-I	2	3	1
2Co.5.3	gawasidai	ga-wasjan	verb	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	weak-I	2	3	1
2Co.5.3	ni	ni		{}		2	4	1
2Co.5.3	naqadai	naqaþs	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	a-stem	2	5	1
2Co.5.3	naqadai	naqaþs	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	2	5	1
2Co.5.3	bigitaindau	bi-gitan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "2"}	strong-V	2	6	1
2Co.5.3	bigitaindau	bi-gitan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "3"}	strong-V	2	6	1
2Co.5.3	bigitaindau	bi-gitan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "1"}	strong-V	2	6	1
2Co.5.3	jabai	jabai	conj	{}		3	1	1
2Co.5.3	sweþauh	sweþauh	ptcl	{}		3	2	1
2Co.5.3	jah	jah		{}		3	3	5
2Co.5.3	gawasidai	ga-wasjan	verb	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	weak-I	3	4	1
2Co.5.3	gawasidai	ga-wasjan	verb	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	weak-I	3	4	1
2Co.5.3	ni	ni		{}		3	5	1
2Co.5.3	naqadai	naqaþs	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	3	6	1
2Co.5.3	naqadai	naqaþs	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	a-stem	3	6	1
2Co.5.3	bigitaindau	bi-gitan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "2"}	strong-V	3	7	1
2Co.5.3	bigitaindau	bi-gitan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "3"}	strong-V	3	7	1
2Co.5.3	bigitaindau	bi-gitan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "1"}	strong-V	3	7	1
2Co.5.4	jah	jah		{}		2	1	1
2Co.5.4	auk	auk	conj	{}		2	2	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	2	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	2	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	2	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	2	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	2	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	2	3	1
2Co.5.4	in	in	prep	{}		2	4	1
2Co.5.4	þizai	sa	pron	{"gender": "F", "case": "DAT", "number": "SG"}		2	5	1
2Co.5.4	hleiþrai	hleiþra	noun	{"case": "DAT", "number": "SG", "gender": "F"}	ō-stem	2	6	1
2Co.5.4	swogatjam	swogatjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	2	7	1
2Co.5.4	swogatjam	swogatjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	2	7	1
2Co.5.4	kauridai	kaurjan	verb	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	weak-I	2	8	1
2Co.5.4	kauridai	kaurjan	verb	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	weak-I	2	8	1
2Co.5.4	ana	ana	prep	{}		2	9	1
2Co.5.4	ana	ana	adv	{}		2	9	1
2Co.5.4	þammei	saei	pron	{"gender": "N", "case": "DAT", "number": "SG"}		2	10	1
2Co.5.4	þammei	saei	pron	{"gender": "M", "case": "DAT", "number": "SG"}		2	10	1
2Co.5.4	ni	ni		{}		2	11	1
2Co.5.4	wileima	wiljan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}		2	12	1
2Co.5.4	afhamon	af-hamon	verb	{"mood": "INF", "voice": "ACT"}	weak-II	2	13	1
2Co.5.4	ak	ak	conj	{}		2	14	1
2Co.5.4	anahamon	ana-hamon	verb	{"mood": "INF", "voice": "ACT"}	weak-II	2	15	1
