ref	surface	lemma	pos	features	stem_class	ms	position	variation
2Co.5.4	ei	ei	conj	{}		2	16	1
2Co.5.4	fraslindaidau	fra-slindan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "1"}	strong-III	2	17	1
2Co.5.4	fraslindaidau	fra-slindan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	strong-III	2	17	1
2Co.5.4	þata	sa	pron	{"gender": "N", "case": "NOM", "number": "SG"}		2	18	1
2Co.5.4	þata	sa	pron	{"gender": "N", "case": "ACC", "number": "SG"}		2	18	1
2Co.5.4	diwano	diwan	verb	{"strength": "WK", "gender": "F", "case": "NOM", "number": "SG"}	strong-V	2	19	1
2Co.5.4	diwano	diwan	verb	{"strength": "WK", "gender": "N", "case": "ACC", "number": "SG"}	strong-V	2	19	1
2Co.5.4	diwano	diwan	verb	{"strength": "WK", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	2	19	1
2Co.5.4	fram	fram	prep	{}		2	20	1
2Co.5.4	fram	fram	adv	{}		2	20	1
2Co.5.4	libainai	libains	noun	{"case": "DAT", "number": "SG", "gender": "F"}	i-stem	2	21	1
2Co.5.4	jah	jah		{}		3	1	1
2Co.5.4	auk	auk	conj	{}		3	2	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	3	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	3	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	3	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	3	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	3	3	1
2Co.5.4	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	3	3	1
2Co.5.4	in	in	prep	{}		3	4	1
2Co.5.4	þizai	sa	pron	{"gender": "F", "case": "DAT", "number": "SG"}		3	5	1
2Co.5.4	hleiþrai	hleiþra	noun	{"case": "DAT", "number": "SG", "gender": "F"}	ō-stem	3	6	1
2Co.5.4	swogatjam	swogatjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	3	7	1
2Co.5.4	swogatjam	swogatjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	3	7	1
2Co.5.4	kauridai	kaurjan	verb	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	weak-I	3	8	1
2Co.5.4	kauridai	kaurjan	verb	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	weak-I	3	8	1
2Co.5.4	ana	ana	adv	{}		3	9	1
2Co.5.4	ana	ana	prep	{}		3	9	1
2Co.5.4	þammei	saei	pron	{"gender": "M", "case": "DAT", "number": "SG"}		3	10	1
2Co.5.4	þammei	saei	pron	{"gender": "N", "case": "DAT", "number": "SG"}		3	10	1
2Co.5.4	ni	ni		{}		3	11	1
2Co.5.4	wileima	wiljan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}		3	12	1
2Co.5.4	afhamon	af-hamon	verb	{"mood": "INF", "voice": "ACT"}	weak-II	3	13	1
2Co.5.4	ak	ak	conj	{}		3	14	1
2Co.5.4	anahamon	ana-hamon	verb	{"mood": "INF", "voice": "ACT"}	weak-II	3	15	1
2Co.5.4	ei	ei	conj	{}		3	16	1
2Co.5.4	fraslindaidau	fra-slindan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "1"}	strong-III	3	17	1
2Co.5.4	fraslindaidau	fra-slindan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	strong-III	3	17	1
2Co.5.4	þata	sa	pron	{"gender": "N", "case": "ACC", "number": "SG"}		3	18	1
2Co.5.4	þata	sa	pron	{"gender": "N", "case": "NOM", "number": "SG"}		3	18	1
2Co.5.4	diwano	diwan	verb	{"strength": "WK", "gender": "F", "case": "NOM", "number": "SG"}	strong-V	3	19	1
2Co.5.4	diwano	diwan	verb	{"strength": "WK", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	3	19	1
2Co.5.4	diwano	diwan	verb	{"strength": "WK", "gender": "N", "case": "ACC", "number": "SG"}	strong-V	3	19	1
2Co.5.4	fram	fram	adv	{}		3	20	1
2Co.5.4	fram	fram	prep	{}		3	20	1
2Co.5.4	libainai	libains	noun	{"case": "DAT", "number": "SG", "gender": "F"}	i-stem	3	21	1
2Co.5.5	aþþan	aþþan	conj	{}		2	1	1
2Co.5.5	saei	saei	pron	{"gender": "M", "case": "NOM", "number": "SG"}		2	2	1
2Co.5.5	jag~gamanwida			{}		2	3	9
2Co.5.5	uns	ik	pron	{"case": "ACC", "number": "PL"}		2	4	1
2Co.5.5	uns	ik	pron	{"case": "DAT", "number": "PL"}		2	4	1
2Co.5.5	du	du	adv	{}		2	5	1
2Co.5.5	du	du	prep	{}		2	5	1
2Co.5.5	du	du		{}		2	5	1
2Co.5.5	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		2	6	1
2Co.5.5	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		2	6	1
2Co.5.5	guþ	guþ	noun	{"case": "ACC", "number": "SG", "gender": "M"}		2	7	1
2Co.5.5	guþ	guþ	noun	{"case": "NOM", "number": "SG", "gender": "M"}		2	7	1
2Co.5.5	guþ	guþ	noun	{"case": "VOC", "number": "SG", "gender": "M"}		2	7	1
2Co.5.5	saei	saei	pron	{"gender": "M", "case": "NOM", "number": "SG"}		2	8	1
2Co.5.5	jah	jah		{}		2	9	1
2Co.5.5	gaf	giban	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "1"}	strong-V	2	10	1
2Co.5.5	gaf	giban	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	strong-V	2	10	1
2Co.5.5	unsis	ik	pron	{"case": "ACC", "number": "PL"}		2	11	1
2Co.5.5	unsis	ik	pron	{"case": "DAT", "number": "PL"}		2	11	1
2Co.5.5	wadi	wadi	noun	{"case": "NOM", "number": "SG", "gender": "N"}	ja-stem	2	12	1
2Co.5.5	wadi	wadi	noun	{"case": "ACC", "number": "SG", "gender": "N"}	ja-stem	2	12	1
2Co.5.5	ahman	ahma	noun	{"case": "ACC", "number": "SG", "gender": "M"}	an-stem	2	13	1
2Co.5.5	aþþan	aþþan	conj	{}		3	1	1
2Co.5.5	saei	saei	pron	{"gender": "M", "case": "NOM", "number": "SG"}		3	2	1
2Co.5.5	jah	jah		{}		3	3	9
2Co.5.5	gamanwida	ga-manwjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "1"}	weak-I	3	4	9
2Co.5.5	gamanwida	ga-manwjan	verb	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	weak-I	3	4	9
2Co.5.5	gamanwida	ga-manwjan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	weak-I	3	4	9
2Co.5.5	gamanwida	ga-manwjan	verb	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	weak-I	3	4	9
2Co.5.5	gamanwida	ga-manwjan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "SG"}	weak-I	3	4	9
2Co.5.5	gamanwida	ga-manwjan	verb	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	weak-I	3	4	9
2Co.5.5	gamanwida	ga-manwjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	weak-I	3	4	9
2Co.5.5	uns	ik	pron	{"case": "ACC", "number": "PL"}		3	5	1
2Co.5.5	uns	ik	pron	{"case": "DAT", "number": "PL"}		3	5	1
2Co.5.5	du	du	adv	{}		3	6	1
2Co.5.5	du	du	prep	{}		3	6	1
2Co.5.5	du	du		{}		3	6	1
2Co.5.5	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		3	7	1
2Co.5.5	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		3	7	1
2Co.5.5	guþ	guþ	noun	{"case": "NOM", "number": "SG", "gender": "M"}		3	8	1
2Co.5.5	guþ	guþ	noun	{"case": "ACC", "number": "SG", "gender": "M"}		3	8	1
2Co.5.5	guþ	guþ	noun	{"case": "VOC", "number": "SG", "gender": "M"}		3	8	1
2Co.5.5	saei	saei	pron	{"gender": "M", "case": "NOM", "number": "SG"}		3	9	1
2Co.5.5	jah	jah		{}		3	10	1
2Co.5.5	gaf	giban	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "1"}	strong-V	3	11	1
2Co.5.5	gaf	giban	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	strong-V	3	11	1
2Co.5.5	unsis	ik	pron	{"case": "ACC", "number": "PL"}		3	12	1
2Co.5.5	unsis	ik	pron	{"case": "DAT", "number": "PL"}		3	12	1
2Co.5.5	wadi	wadi	noun	{"case": "NOM", "number": "SG", "gender": "N"}	ja-stem	3	13	1
2Co.5.5	wadi	wadi	noun	{"case": "ACC", "number": "SG", "gender": "N"}	ja-stem	3	13	1
2Co.5.5	ahman	ahma	noun	{"case": "ACC", "number": "SG", "gender": "M"}	an-stem	3	14	1
2Co.5.6	gatrauandans	ga-trauan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	weak-III	2	1	1
2Co.5.6	gatrauandans	ga-trauan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	weak-III	2	1	1
2Co.5.6	nu	nu	adv	{}		2	2	1
2Co.5.6	nu	nu	conj	{}		2	2	1
2Co.5.6	sinteino	sinteins	adj	{"strength": "WK", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	2	3	1
2Co.5.6	sinteino	sinteins	adj	{"strength": "WK", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	2	3	1
2Co.5.6	sinteino	sinteins	adj	{"strength": "WK", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	2	3	1
2Co.5.6	sinteino	sinteino	adv	{}		2	3	1
2Co.5.6	jah	jah		{}		2	4	1
2Co.5.6	witandans	witan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	pret-pres	2	5	1
2Co.5.6	witandans	witan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	weak-III	2	5	1
2Co.5.6	witandans	witan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	pret-pres	2	5	1
2Co.5.6	witandans	witan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	weak-III	2	5	1
2Co.5.6	þatei	saei	pron	{"gender": "N", "case": "NOM", "number": "SG"}		2	6	1
2Co.5.6	þatei	saei	pron	{"gender": "N", "case": "ACC", "number": "SG"}		2	6	1
2Co.5.6	þatei	þatei	conj	{}		2	6	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	2	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	2	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	2	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	2	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	2	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	2	7	1
2Co.5.6	in	in	prep	{}		2	8	1
2Co.5.6	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		2	9	1
2Co.5.6	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		2	9	1
2Co.5.6	leika	leik	noun	{"case": "DAT", "number": "SG", "gender": "N"}	a-stem	2	10	1
2Co.5.6	leika	leik	noun	{"case": "ACC", "number": "PL", "gender": "N"}	a-stem	2	10	1
2Co.5.6	leika	leik	noun	{"case": "NOM", "number": "PL", "gender": "N"}	a-stem	2	10	1
2Co.5.6	leika	leikan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-III	2	10	1
2Co.5.6	afhaimjai	afhaimeis	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}		2	11	1
2Co.5.6	afhaimjai	afhaims	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	i-stem	2	11	1
2Co.5.6	afhaimjai	afhaimeis	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}		2	11	1
2Co.5.6	afhaimjai	afhaims	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	i-stem	2	11	1
2Co.5.6	sijum	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	strong-V	2	12	1
2Co.5.6	fram	fram	adv	{}		2	13	1
2Co.5.6	fram	fram	prep	{}		2	13	1
2Co.5.6	fraujin	frauja	noun	{"case": "DAT", "number": "SG", "gender": "M"}	an-stem	2	14	1
2Co.5.6	gatrauandans	ga-trauan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	weak-III	3	1	1
2Co.5.6	gatrauandans	ga-trauan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	weak-III	3	1	1
2Co.5.6	nu	nu	adv	{}		3	2	1
2Co.5.6	nu	nu	conj	{}		3	2	1
2Co.5.6	sinteino	sinteino	adv	{}		3	3	1
2Co.5.6	sinteino	sinteins	adj	{"strength": "WK", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	3	3	1
2Co.5.6	sinteino	sinteins	adj	{"strength": "WK", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	3	3	1
2Co.5.6	sinteino	sinteins	adj	{"strength": "WK", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	3	3	1
2Co.5.6	jah	jah		{}		3	4	1
2Co.5.6	witandans	witan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	pret-pres	3	5	1
2Co.5.6	witandans	witan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	weak-III	3	5	1
2Co.5.6	witandans	witan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	pret-pres	3	5	1
2Co.5.6	witandans	witan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	weak-III	3	5	1
2Co.5.6	þatei	saei	pron	{"gender": "N", "case": "NOM", "number": "SG"}		3	6	1
2Co.5.6	þatei	þatei	conj	{}		3	6	1
2Co.5.6	þatei	saei	pron	{"gender": "N", "case": "ACC", "number": "SG"}		3	6	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	3	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	3	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	3	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	3	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	3	7	1
2Co.5.6	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	3	7	1
2Co.5.6	in	in	prep	{}		3	8	1
2Co.5.6	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		3	9	1
2Co.5.6	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		3	9	1
2Co.5.6	leika	leik	noun	{"case": "DAT", "number": "SG", "gender": "N"}	a-stem	3	10	1
2Co.5.6	leika	leik	noun	{"case": "NOM", "number": "PL", "gender": "N"}	a-stem	3	10	1
2Co.5.6	leika	leik	noun	{"case": "ACC", "number": "PL", "gender": "N"}	a-stem	3	10	1
2Co.5.6	leika	leikan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-III	3	10	1
2Co.5.6	afhaimjai	afhaimeis	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}		3	11	1
2Co.5.6	afhaimjai	afhaims	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	i-stem	3	11	1
2Co.5.6	afhaimjai	afhaimeis	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}		3	11	1
2Co.5.6	afhaimjai	afhaims	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	i-stem	3	11	1
2Co.5.6	sijum	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	strong-V	3	12	1
2Co.5.6	fram	fram	prep	{}		3	13	1
2Co.5.6	fram	fram	adv	{}		3	13	1
2Co.5.6	fraujin	frauja	noun	{"case": "DAT", "number": "SG", "gender": "M"}	an-stem	3	14	1
2Co.5.7	unte	unte	conj	{}		2	1	1
2Co.5.7	þairh	þairh	prep	{}		2	2	1
2Co.5.7	galaubein	galaubeins	noun	{"case": "ACC", "number": "SG", "gender": "F"}	i-stem	2	3	1
2Co.5.7	galaubein	galaubeins	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	2	3	1
2Co.5.7	galaubein	galaubeins	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	2	3	1
2Co.5.7	gaggam	gaggan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	strong-VII	2	4	1
2Co.5.7	gaggam	gagg	noun	{"case": "DAT", "number": "PL", "gender": "N"}	a-stem	2	4	1
2Co.5.7	gaggam	gaggan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	strong-VII	2	4	1
2Co.5.7	ni	ni		{}		2	5	1
2Co.5.7	þairh	þairh	prep	{}		2	6	1
2Co.5.7	siun	siuns	noun	{"case": "ACC", "number": "SG", "gender": "F"}	i-stem	2	7	1
2Co.5.7	unte	unte	conj	{}		3	1	1
2Co.5.7	þairh	þairh	prep	{}		3	2	1
2Co.5.7	galaubein	galaubeins	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	3	3	1
2Co.5.7	galaubein	galaubeins	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	3	3	1
2Co.5.7	galaubein	galaubeins	noun	{"case": "ACC", "number": "SG", "gender": "F"}	i-stem	3	3	1
2Co.5.7	gaggam	gaggan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	strong-VII	3	4	1
2Co.5.7	gaggam	gaggan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	strong-VII	3	4	1
2Co.5.7	gaggam	gagg	noun	{"case": "DAT", "number": "PL", "gender": "N"}	a-stem	3	4	1
2Co.5.7	ni	ni		{}		3	5	1
2Co.5.7	þairh	þairh	prep	{}		3	6	1
2Co.5.7	siun	siuns	noun	{"case": "ACC", "number": "SG", "gender": "F"}	i-stem	3	7	1
2Co.5.8	aþþan	aþþan	conj	{}		2	1	1
2Co.5.8	gatrauam	ga-trauan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-III	2	2	1
2Co.5.8	gatrauam	ga-trauan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-III	2	2	1
2Co.5.8	jah	jah		{}		2	3	1
2Co.5.8	waljam	waljan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	2	4	1
2Co.5.8	waljam	waljan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	2	4	1
2Co.5.8	mais	mais	adv	{}		2	5	1
2Co.5.8	usleiþan	us-leiþan	verb	{"mood": "INF", "voice": "ACT"}	strong-I	2	6	1
2Co.5.8	us	us	prep	{}		2	7	1
2Co.5.8	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		2	8	1
2Co.5.8	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		2	8	1
2Co.5.8	leika	leik	noun	{"case": "NOM", "number": "PL", "gender": "N"}	a-stem	2	9	1
2Co.5.8	leika	leik	noun	{"case": "ACC", "number": "PL", "gender": "N"}	a-stem	2	9	1
2Co.5.8	leika	leik	noun	{"case": "DAT", "number": "SG", "gender": "N"}	a-stem	2	9	1
2Co.5.8	leika	leikan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-III	2	9	1
2Co.5.8	jah	jah		{}		2	10	1
2Co.5.8	anahaimjaim	anahaimeis	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "PL"}		2	11	1
2Co.5.8	anahaimjaim	anahaims	adj	{"strength": "STR", "gender": "M", "case": "DAT", "number": "PL"}	i-stem	2	11	1
2Co.5.8	anahaimjaim	anahaims	adj	{"strength": "STR", "gender": "N", "case": "DAT", "number": "PL"}	i-stem	2	11	1
2Co.5.8	anahaimjaim	anahaimeis	adj	{"strength": "STR", "gender": "M", "case": "DAT", "number": "PL"}		2	11	1
2Co.5.8	anahaimjaim	anahaims	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "PL"}	i-stem	2	11	1
2Co.5.8	anahaimjaim	anahaimeis	adj	{"strength": "STR", "gender": "N", "case": "DAT", "number": "PL"}		2	11	1
2Co.5.8	wisan	wisan	verb	{"mood": "INF", "voice": "ACT"}	strong-V	2	12	1
2Co.5.8	wisan	wisan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	2	12	1
2Co.5.8	wisan	wisan	verb	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	strong-V	2	12	1
2Co.5.8	wisan	wisan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	2	12	1
2Co.5.8	wisan	wisan	verb	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	strong-V	2	12	1
2Co.5.8	wisan	wisan	verb	{"mood": "INF", "voice": "ACT"}	strong-V	2	12	1
2Co.5.8	wisan	wisan	verb	{"mood": "INF", "voice": "ACT"}	strong-V	2	12	1
2Co.5.8	at	at	prep	{}		2	13	1
2Co.5.8	fraujin	frauja	noun	{"case": "DAT", "number": "SG", "gender": "M"}	an-stem	2	14	1
2Co.5.8	aþþan	aþþan	conj	{}		3	1	1
2Co.5.8	gatrauam	ga-trauan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-III	3	2	1
2Co.5.8	gatrauam	ga-trauan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-III	3	2	1
2Co.5.8	jah	jah		{}		3	3	1
2Co.5.8	waljam	waljan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	3	4	1
2Co.5.8	waljam	waljan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	3	4	1
2Co.5.8	mais	mais	adv	{}		3	5	1
2Co.5.8	usleiþan	us-leiþan	verb	{"mood": "INF", "voice": "ACT"}	strong-I	3	6	1
2Co.5.8	us	us	prep	{}		3	7	1
2Co.5.8	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		3	8	1
2Co.5.8	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		3	8	1
2Co.5.8	leika	leik	noun	{"case": "NOM", "number": "PL", "gender": "N"}	a-stem	3	9	1
2Co.5.8	leika	leikan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-III	3	9	1
2Co.5.8	leika	leik	noun	{"case": "DAT", "number": "SG", "gender": "N"}	a-stem	3	9	1
2Co.5.8	leika	leik	noun	{"case": "ACC", "number": "PL", "gender": "N"}	a-stem	3	9	1
2Co.5.8	jah	jah		{}		3	10	1
2Co.5.8	anahaimjaim	anahaimeis	adj	{"strength": "STR", "gender": "N", "case": "DAT", "number": "PL"}		3	11	1
2Co.5.8	anahaimjaim	anahaimeis	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "PL"}		3	11	1
2Co.5.8	anahaimjaim	anahaims	adj	{"strength": "STR", "gender": "M", "case": "DAT", "number": "PL"}	i-stem	3	11	1
2Co.5.8	anahaimjaim	anahaims	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "PL"}	i-stem	3	11	1
2Co.5.8	anahaimjaim	anahaimeis	adj	{"strength": "STR", "gender": "M", "case": "DAT", "number": "PL"}		3	11	1
2Co.5.8	anahaimjaim	anahaims	adj	{"strength": "STR", "gender": "N", "case": "DAT", "number": "PL"}	i-stem	3	11	1
2Co.5.8	wisan	wisan	verb	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	strong-V	3	12	1
2Co.5.8	wisan	wisan	verb	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	strong-V	3	12	1
2Co.5.8	wisan	wisan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	3	12	1
2Co.5.8	wisan	wisan	verb	{"mood": "INF", "voice": "ACT"}	strong-V	3	12	1
2Co.5.8	wisan	wisan	verb	{"mood": "INF", "voice": "ACT"}	strong-V	3	12	1
2Co.5.8	wisan	wisan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	3	12	1
2Co.5.8	wisan	wisan	verb	{"mood": "INF", "voice": "ACT"}	strong-V	3	12	1
2Co.5.8	at	at	prep	{}		3	13	1
2Co.5.8	fraujin	frauja	noun	{"case": "DAT", "number": "SG", "gender": "M"}	an-stem	3	14	1
2Co.5.9	inuþ~þis			{}		2	1	9
2Co.5.9	usdaudjam	us-daudjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	2	2	1
2Co.5.9	usdaudjam	us-daudjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "1"}	weak-I	2	2	1
2Co.5.9	jaþþe	jaþþe	conj	{}		2	3	1
2Co.5.9	anahaimjai	anahaimeis	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}		2	4	1
2Co.5.9	anahaimjai	anahaimeis	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}		2	4	1
2Co.5.9	anahaimjai	anahaims	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	i-stem	2	4	1
2Co.5.9	anahaimjai	anahaims	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	i-stem	2	4	1
2Co.5.9	jaþþe	jaþþe	conj	{}		2	5	1
2Co.5.9	afhaimjai	afhaimeis	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}		2	6	1
2Co.5.9	afhaimjai	afhaims	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	i-stem	2	6	1
